Statistic,Lower 1-tailed,Upper 1-tailed,Two-tailed,Midpoint,Effect Size
Number Invariant Sites,0.8480506,1,1.696101,0.4240253,0
Number Invariant Sites Excluding Ambiguous,0.1246251,0.964012,0.2492502,0.08030656,1.20329
Max Invariant Block Length,0.8480506,1,1.696101,0.4240253,0
Max Invariant Block Length Excluding Ambiguous,0.646118,1,1.292236,0.323059,0
Max Pairwise Difference,1,0.003998667,0.007997334,0.9980007,2.763018
Max Pairwise Difference Excluding Ambiguous,1,0.8373875,1.674775,0.5813062,0
Max Variable Block Length,1,0.8480506,1.696101,0.5759747,0
Max Variable Block Length Excluding Ambiguous,1,0.2282572,0.4565145,0.8858714,1.098474
Min Pairwise Difference,1,1,2,0.5,nan
Min Pairwise Difference Excluding Ambiguous,0.7134289,1,1.426858,0.3567144,0
Number Invariable Block,0.8480506,1,1.696101,0.4240253,0
Number Invariable Block Excluding Ambiguous,0.1812729,0.9543486,0.3625458,0.1134622,1.105348
Segregating-Sites,1,0.8480506,1.696101,0.5759747,0
Theta,1,0.8480506,1.696101,0.5759747,0
Tajima-D,0.6157947,0.3852049,0.7704099,0.6152949,0.2711993
Tajima-Pi,0.6274575,0.3738754,0.7477507,0.6267911,0.3037641
