Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
304	0	-53.22706	-79.67608	26.44902	1.709755	0.305242	0.0108279	0.0319466	0.0943298	0.0901657	0.0041161	0.0549352	0.019476	0.09061457	0.08460831	0.0290471	0.018093	0.114026	0.0420412	0.0623651	0.0227676	0.264715	0.000325982	0.0238759	0.0833087	0.0658028	0.0406226	0.00785195	0.222985	0.00217165	0.01098122	11.42552	0.255984	0.620115	1.06069	2.06322	0.0379653	0.451324	0.00330878	0.036403	0.437196	0.0338029	0.09558953	0.1148789
305	0	-62.31246	-82.42666	20.1142	0.627787	0.0660694	0.131667	0.302882	0.187196	0.171861	0.234091	0.0678554	0.10807	0.2377026	0.1420132	0.0632008	0.0281636	0.0749144	0.0366712	0.0517914	0.00513017	0.28481	0.00580767	0.0907419	0.0464697	0.0878279	0.0012593	0.0282329	0.169694	0.0252857	0.08939171	3.446623	0.058885	0.32737	0.894859	2.71889	0.0646522	0.349025	0.0134065	0.170146	0.346741	0.0560295	0.2314049	0.3863
306	0	-47.89456	-79.84334	31.94878	0.439802	0.0169492	0.0500671	0.0128406	0.0323597	0.0406385	0.0199106	0.0149294	0.0831702	0.08442802	0.1244026	0.0125319	0.000759216	0.115616	0.000507306	0.0793841	0.0490296	0.0376417	0.000511575	0.0986204	0.0443075	0.194988	0.0526142	0.0147212	0.258394	0.0403729	0.01216797	7.460916	0.0228501	0.210814	0.770994	2.99534	0.0285226	0.43517	0.0239492	0.133276	0.346796	0.0322858	0.1365705	0.0890966
307	0	-44.91347	-80.94507	36.03161	2.137733	0.00140927	0.0191465	0.00736815	0.00651907	0.0119558	0.0100671	0.00872514	0.0575324	0.02672147	-0.01150502	0.0288554	0.0155067	0.0309317	0.159762	0.135003	0.173376	0.0247013	0.00656729	0.0494895	0.0115823	0.0141115	0.044141	0.0503592	0.221065	0.0345477	0.04432044	12.06981	0.30918	0.668904	1.07308	1.94883	0.0197796	0.450466	0.000849329	0.140506	0.318659	0.0697399	0.03281542	1.350598
308	0	-30.86863	-80.09091	49.22228	1.110831	0.00101229	0.00411234	0.000993369	0.000287409	0.00419946	0.000591511	0.00198492	0.00114383	0.001312813	0.0024063	0.277173	0.0733428	0.0316137	0.0232288	0.014209	0.00734824	0.128546	0.0255218	0.142883	0.0338977	0.00934638	0.0402381	0.014942	0.173638	0.00407152	0.002565572	158.9918	0.158522	0.507705	1.01618	2.31759	0.0479139	0.516265	0.000305748	0.0674378	0.337473	0.0306053	0.004971872	0.5160174
309	0	-51.02139	-83.533	32.51161	0.5257215	0.00851036	0.0141636	0.00787286	0.0333187	0.0322239	0.0686793	0.0825821	0.0189291	0.02549875	0.0356081	0.0781301	0.0175009	0.0497499	0.073324	0.190307	0.0710364	0.0903086	0.00206074	0.038959	0.0399579	0.0361987	0.00390594	0.106667	0.175477	0.0264171	0.001430326	28.58106	0.0382485	0.268376	0.838118	2.85526	0.0492268	0.330741	0.000784778	0.177711	0.298092	0.143444	0.03703842	0.03861735
310	0	-35.74661	-81.04535	45.29874	1.80797	0.00230584	0.00377583	0.000979004	0.000422859	0.0038979	0.000975049	0.00208452	0.0025675	0.002017866	0.006945954	0.0330674	0.195061	0.0401829	0.00635538	0.156368	0.0140391	0.0592767	0.00629444	0.000994207	0.0693524	0.0957438	0.0749044	0.0070023	0.165487	0.0758702	0.007584737	185.1122	0.269222	0.632906	1.06435	2.03352	0.0922937	0.393792	0.00612768	0.0827546	0.366231	0.0588008	0.01453069	0.5219805
311	0	-51.01016	-83.34798	32.33782	0.9619115	0.0190043	0.0259788	0.0688255	0.0222385	0.028774	0.0240061	0.0179649	0.0950522	0.02817252	0.08921684	0.114741	0.21066	0.00624127	0.0454353	0.0161196	0.015214	0.118791	0.0250122	0.0503081	0.101474	0.0902935	0.00420301	0.0162569	0.167315	0.0179365	0.0008808169	15.15796	0.129293	0.464996	0.993391	2.41232	0.0152672	0.361013	0.0256183	0.192507	0.34631	0.0592839	0.09009766	0.009776246
312	0	-62.72578	-86.68613	23.96034	0.5909693	0.0835778	0.0738162	0.000773176	0.100757	0.234623	0.00469959	0.0938358	0.304215	0.0933215	0.07122484	0.0933263	0.0251859	0.176138	0.0337096	0.23095	0.0955863	0.0299835	0.00567342	0.0124371	0.0279575	0.115426	0.058131	0.0483112	0.0315473	0.0156372	0.0265744	15.24528	0.051251	0.307215	0.876641	2.76489	0.0104243	0.48602	0.00409853	0.105069	0.345532	0.048856	0.09779924	0.271724
313	0	-50.9859	-84.44732	33.46141	0.6017047	0.00437107	0.0230882	0.055694	0.0135157	0.0749578	0.0218889	0.00129031	0.0557619	0.05084294	0.169957	0.21394	0.0664318	0.0882464	0.0626174	0.0571617	0.0166901	0.0700184	0.0344699	0.0554865	0.152918	0.0576215	0.013945	0.00785242	0.0568056	0.0457952	0.0082076	8.60751	0.0534599	0.313218	0.882186	2.75114	0.0331696	0.253276	0.00715287	0.255517	0.402437	0.0484474	0.1781646	0.0460675
314	0	-61.97959	-81.28751	19.30792	4.964748	0.217711	0.040325	0.0757327	0.0785494	0.046236	0.0553581	0.0707808	0.362693	0.1623849	0.06246886	0.00386123	0.0345586	0.164317	0.0240481	0.146322	0.0208609	0.0190573	0.00850571	0.0414777	0.186713	0.0335039	0.184054	0.0182579	0.0832918	0.0311719	0.03313587	6.752574	0.500607	0.803111	1.08336	1.61292	0.0451122	0.480815	0.00866867	0.109037	0.285443	0.0709239	0.09560473	0.3465923
315	0	-57.42196	-82.21606	24.7941	1.264266	0.00341438	0.0953738	0.149265	0.2581	0.0940935	0.00972131	0.0167075	0.10437	0.09809142	0.3809133	0.0150764	0.00135516	0.16612	0.0657805	0.0699432	0.0723113	0.120483	0.000457432	0.202282	0.0383409	0.022243	0.0147828	0.0702858	0.132532	0.00800639	0.02154597	3.50345	0.186506	0.543956	1.03295	2.23658	0.0138042	0.441577	0.0153775	0.136159	0.337583	0.0554994	0.4024592	0.05353579
316	0	-39.4883	-80.76091	41.27261	0.2446388	0.00661245	0.0253392	0.00369912	0.00345435	0.0135415	0.00521084	0.00262823	0.00125692	0.009422973	0.01016015	0.133236	0.0135093	0.0781841	0.00835038	0.248091	0.0079621	0.0567287	0.00294892	0.153419	0.0565327	0.00563244	0.0465756	0.00437343	0.140224	0.0442323	0.003848077	79.18824	0.00187124	0.0628464	0.490042	3.44524	0.0488122	0.356775	0.0109957	0.0905565	0.468484	0.0243772	0.01400822	0.2747013
317	0	-40.02994	-78.59359	38.56365	1.382433	0.0198594	0.0224776	0.00298039	0.0186284	0.00286506	0.00656976	0.00297797	4.22383e-05	0.01106148	0.002299364	0.0474526	0.0728015	0.0254504	0.00953719	0.0902579	0.0160746	0.0175436	0.00330778	0.0626475	0.242785	0.000562363	0.158015	0.0013676	0.250292	0.00190541	0.01841591	55.9453	0.206576	0.567741	1.0427	2.18298	0.021783	0.374534	0.0076312	0.153961	0.369379	0.0727114	0.02071527	0.8890015
318	0	-70.04134	-88.5383	18.49696	1.551654	0.047954	0.324584	0.335331	0.0245219	0.309068	0.468571	0.031686	0.144143	0.1875245	0.01138724	0.0202642	0.0716128	0.0154944	0.0571197	0.0463545	0.000602654	0.0867524	0.0321552	0.00410452	0.130619	0.0531484	0.00993511	0.079645	0.188464	0.203728	0.1197708	3.370369	0.233193	0.596934	1.05332	2.11656	0.0715622	0.397572	0.0234991	0.115596	0.345616	0.0461544	0.1311581	0.9131793
319	0	-65.52156	-81.78329	16.26173	3.427642	0.107668	0.0435012	0.347025	0.12386	0.193802	0.595616	0.109517	0.0616056	0.1114832	0.08573717	0.292076	0.131579	0.0795019	0.0492974	0.0943163	0.0233691	0.031951	0.00799281	0.0271775	0.0538818	0.0219306	0.0845044	0.00936725	0.0834027	0.00965234	0.01468454	6.514231	0.419859	0.752757	1.08394	1.74344	0.0432402	0.452616	0.0151091	0.135523	0.29688	0.0566323	0.1004217	0.1462287
320	0	-58.06856	-81.70563	23.63707	3.09007	0.0822984	0.0969421	0.339752	0.0115678	0.179305	0.0826973	0.0111225	0.0337248	0.110575	0.07514347	0.0689406	0.341885	0.0529635	0.0350566	0.121411	0.00892395	0.0550141	0.00338028	0.0923348	0.0200365	0.0522959	1.86336e-05	0.0179658	0.123175	0.00659932	0.07007755	3.561658	0.396112	0.736396	1.08293	1.78457	0.0137242	0.577339	0.0427407	0.0626341	0.29028	0.0132819	0.145221	0.4825579
321	0	-57.54227	-85.68295	28.14068	0.2490131	0.0105961	0.122819	0.124409	0.28843	0.0180178	0.0351849	0.00607253	0.0160743	0.06643589	0.1817281	0.239866	0.0144816	0.0145865	0.0764615	0.0554248	0.00557093	0.0637182	0.00860374	0.200583	0.0541606	0.0176572	0.0156212	0.00897414	0.129917	0.094374	0.007619377	8.025084	0.00206608	0.0659782	0.4994	3.43256	0.057319	0.543979	0.0133496	0.116227	0.247471	0.0216549	0.1893475	0.04024018
322	0	-51.75089	-86.2449	34.49401	1.150751	0.00687237	0.00399308	0.00346695	0.029218	0.0496001	0.0160626	0.0348146	0.0381749	0.0202573	0.046475	0.140143	0.00248288	0.0123542	0.116025	0.11699	0.0504014	0.0782306	0.00666662	0.0842778	0.0632225	0.154042	0.0506349	0.0198596	0.0545695	0.0500988	0.0515432	15.45798	0.166015	0.517805	1.02109	2.29509	0.0249033	0.324566	0.0852795	0.101506	0.41073	0.0530144	0.0980182	0.5258534
323	0	-51.73241	-81.24649	29.51409	0.7731174	0.131535	0.0640495	0.0333575	0.0292533	0.114546	0.0201919	0.0272245	0.0455533	0.05611668	-0.004008275	0.11323	0.218691	0.0446179	0.0791901	0.12095	0.0225549	0.014334	0.00282955	0.0299511	0.0425273	0.0104605	0.155016	0.000189045	0.139338	0.00612018	0.03880073	5.750476	0.0898269	0.396081	0.949218	2.56487	0.011338	0.452001	0.0196616	0.202536	0.249899	0.0645644	0.03479245	1.115205
324	0	-46.49275	-77.22372	30.73097	1.289096	0.0450269	0.0120282	0.0577434	0.00383476	0.0876151	0.0110473	0.0886438	0.0202648	0.05608255	0.02539661	0.218263	0.0246725	0.052878	0.00727545	0.0640292	0.0389623	0.017942	0.000901682	0.0330125	0.112261	0.0688917	0.00683627	0.00636466	0.291466	0.056244	0.002403668	16.92589	0.190829	0.549222	1.0352	2.22475	0.0380037	0.529645	0.00783414	0.0509865	0.334176	0.0393547	0.02780028	0.08646203
325	0	-42.18481	-82.39501	40.2102	0.4146214	0.000427007	0.00149034	0.0107459	0.00458703	0.03025	0.023988	0.00511606	0.0110988	0.009318795	0.06764938	0.212552	0.0196486	0.0402984	0.0114057	0.195885	0.00176746	0.0569486	0.0207695	0.0867246	0.0260121	0.130458	0.00916762	0.0141084	0.111303	0.0629518	0.012272	27.87622	0.0188791	0.192591	0.74663	3.0419	0.0562193	0.2981	0.00977649	0.127878	0.476219	0.0318067	0.07992138	0.1535509
326	0	-50.06202	-82.71322	32.6512	0.3875377	0.0148433	0.00304901	0.0521316	0.0379596	0.0578653	0.0477569	0.0195691	0.0094755	0.07472271	0.09988492	0.0703833	0.0547532	0.0683822	0.115399	0.0259924	0.0160019	0.332599	0.00395985	0.104974	0.0446872	0.0190521	0.00993894	0.0252702	0.0819642	0.0266419	0.0071349	11.29305	0.0149583	0.172387	0.717435	3.09522	0.0670849	0.47775	0.031925	0.054907	0.314351	0.0539816	0.1070198	0.06666896
327	0	-55.99281	-78.70614	22.71333	0.6948779	0.106503	0.00648464	0.0223186	0.00108412	0.09347	0.107775	0.0488698	0.0151526	0.0323371	-0.0001184446	0.0827261	0.0191542	0.0133767	0.0159634	0.0606025	0.0481475	0.0593785	0.00267102	0.147214	0.0121215	0.147974	0.196072	0.00115907	0.190855	0.0025836	0.08468925	37.02925	0.0730945	0.361103	0.922955	2.64285	0.0498427	0.470718	0.0185057	0.0882831	0.312624	0.0600258	0.08457081	1.001401
328	0	-45.27595	-80.49756	35.22161	2.465356	0.00475255	0.0384497	0.0544143	0.0201291	0.00263405	0.0328173	0.00609116	0.0138522	0.02907362	0.02940237	0.0367975	0.138633	0.19248	0.041915	0.0217403	0.02507	0.0494699	0.0130989	0.146394	0.0196509	0.0423428	0.0121883	0.00879217	0.220946	0.0304804	0.03950073	12.29116	0.343147	0.696848	1.07822	1.88178	0.0304701	0.43612	0.0228089	0.12464	0.342492	0.0434691	0.0689031	0.5732794
329	0	-52.66101	-79.30563	26.64462	1.774752	0.0534235	0.112403	0.131922	0.0119469	0.224175	0.139704	0.142463	0.00603876	0.112979	0.1642881	0.0879033	0.0336421	0.132001	0.00258459	0.199733	0.039858	0.0509302	0.00400214	0.104147	0.107453	0.0190136	0.0304028	0.0168435	0.115379	0.0561072	0.000779076	2.225499	0.26482	0.628704	1.06318	2.0433	0.0513866	0.48887	0.0143607	0.130975	0.269126	0.0452823	0.1650672	0.004719751
330	0	-53.67026	-81.16624	27.49598	4.720703	0.071869	0.101533	0.0118996	0.0218775	0.0102143	0.0365672	0.0661723	0.0264242	0.05665608	0.08097518	0.0895784	0.0316923	0.139522	0.0865901	0.0586199	0.0510532	0.152298	0.00432667	0.0300254	0.205268	0.0109358	0.00836451	0.0181586	0.0555969	0.0579701	0.02071195	17.7254	0.490047	0.796945	1.08375	1.62926	0.031944	0.493567	0.00337928	0.0567054	0.379202	0.0352018	0.1016871	0.2036831
331	0	-44.37049	-88.04664	43.67615	0.4841553	0.000209752	0.0139925	0.00217888	0.00722881	0.00783585	0.00347389	0.0154202	0.00619274	0.007775446	0.0112415	0.0307715	0.177358	0.0128936	0.00268461	0.0218705	0.00192189	0.278389	0.0259358	0.191311	0.00311686	0.0467943	0.0071381	0.00178884	0.0470427	0.150984	0.005677241	44.22131	0.0304899	0.241446	0.808388	2.91968	0.0838476	0.410892	0.0221947	0.0933842	0.344899	0.0447822	0.01691874	0.3355593
332	0	-51.94069	-83.77675	31.83606	1.315323	0.0537208	0.0154841	0.0229986	0.0253785	0.0387328	0.0982377	0.003652	0.061149	0.03334539	0.09777531	0.038773	0.0413218	0.044796	0.050595	0.0474361	0.0589465	0.121511	0.0283543	0.104197	0.0148225	0.0166227	0.00843001	0.0171643	0.336318	0.0707122	0.01997402	12.74601	0.195333	0.554623	1.03745	2.2126	0.00944907	0.373861	0.0113276	0.0953248	0.420374	0.089663	0.1177493	0.1696317
333	0	-54.89591	-84.0003	29.10438	0.7362971	0.00426544	0.0800554	0.000141848	0.027217	0.0637774	0.0413558	0.0682741	0.00474987	0.04649437	0.005887101	0.0258247	0.000374636	0.0106201	0.0752267	0.0188551	0.0596207	0.019535	0.00106704	0.0897528	0.125058	0.0847913	0.0688496	0.00134423	0.392841	0.0262382	0.01064803	54.91454	0.0819521	0.380164	0.937611	2.60027	0.127397	0.43788	0.0217382	0.0975191	0.263136	0.0523295	0.01653513	0.6439641
334	0	-47.81074	-82.34214	34.5314	0.5666623	0.00671624	0.0266155	0.0300525	0.0115377	0.0214881	0.0282083	0.0197255	0.00727445	0.02248471	0.05114283	0.113536	0.160856	0.0156498	0.133774	0.0281821	0.015247	0.0162297	0.0230748	0.115709	0.186699	0.00371826	0.0445989	0.0215058	0.0919705	0.0292498	0.07776017	20.80267	0.0463133	0.293225	0.863309	2.79715	0.0137374	0.468461	0.00726716	0.188246	0.301721	0.0205679	0.128903	0.6032456
335	0	-41.39736	-76.62905	35.2317	3.004324	0.00834873	0.00233959	0.0235144	0.00372366	0.0335983	0.00623798	0.00867371	0.0134436	0.01583589	0.009660061	0.0519259	0.159618	0.0787988	0.00510901	0.363647	0.0101473	0.0215504	0.00117356	0.155528	0.0166321	0.036022	0.0392833	0.0084691	0.04858	0.00351506	0.009940191	66.97835	0.389596	0.731767	1.08254	1.7961	0.0320318	0.466333	0.00161973	0.104433	0.35719	0.0383923	0.01960025	0.5071461
336	0	-56.59681	-86.96551	30.3687	0.9939845	0.017455	0.0297942	0.00346726	0.0337895	0.0138088	0.0601056	0.0205867	0.0174968	0.02898397	0.01883046	0.0677916	0.211351	0.144258	0.0275172	0.00545811	0.0287564	0.0886506	0.00496589	0.013839	0.0761587	0.161618	0.0205175	0.050568	0.0955572	0.00299269	0.07003986	23.28512	0.135752	0.474936	0.998996	2.39032	0.0582328	0.470512	0.00882819	0.151525	0.259707	0.0511941	0.08887032	0.788113
337	0	-68.51933	-89.14325	20.62392	0.1323467	0.322895	0.20493	0.15351	0.158143	0.337749	0.103982	0.323661	0.0993829	0.182647	0.1211869	0.0117507	0.0377821	0.0882923	0.0551801	0.0155591	0.0713672	0.107361	0.0306243	0.0526145	0.00281137	0.0453137	0.352542	0.0684369	0.0600554	0.00030919	0.02084189	3.352881	1.55133e-05	0.00583185	0.188191	3.80596	0.0598582	0.440815	0.00882661	0.147322	0.315488	0.0276902	0.1420288	0.146744
338	0	-56.96163	-80.79671	23.83508	1.81086	0.000721696	0.0431665	0.111498	0.12349	0.0857894	0.0583127	0.223115	0.0237243	0.09954866	0.1849611	0.0476442	0.045881	0.149331	0.124961	0.0205198	0.0105387	0.0266575	0.00160259	0.0261038	0.0399538	0.166234	0.0336166	0.0337387	0.230462	0.0427548	0.03482893	8.527006	0.269602	0.633266	1.06445	2.03269	0.0590585	0.461759	0.00397307	0.118058	0.312596	0.044556	0.2197901	0.1584645
339	0	-45.43965	-85.01222	39.57257	0.1280303	0.0199922	0.0140184	0.0204825	0.0011809	0.0325999	0.017015	0.00615993	0.0106863	0.03234226	0.08449632	0.164375	0.28627	0.0428198	0.00469631	0.0210281	0.0360349	0.139156	0.00790256	0.00341604	0.0113669	0.0732312	0.00509258	0.0545508	0.137394	0.0126656	0.02139223	11.80382	1.09049e-05	0.00489202	0.175082	3.82001	0.0305119	0.365033	0.00574746	0.208273	0.342169	0.0482652	0.1058886	0.2020259
340	0	-52.40849	-80.66271	28.25422	1.587821	0.0440343	0.0168152	0.022751	0.0761008	0.167124	0.0760358	0.0529185	0.101281	0.06610853	0.1425901	0.0919889	0.0516357	0.166055	0.00793693	0.109326	0.00542542	0.0512105	0.0138546	0.0682785	0.0308811	0.043641	0.0296612	0.0123899	0.271745	0.0459698	0.01088534	6.305419	0.238576	0.60255	1.05519	2.10369	0.0934775	0.436723	0.000248117	0.078836	0.335723	0.0549926	0.1534754	0.07092559
341	0	-48.17043	-80.2529	32.08247	1.761159	0.0147411	0.0349473	0.00572913	0.000645391	0.0251336	0.115453	0.0209127	0.00756836	0.04925368	0.07370568	0.40542	0.0898733	0.0171511	0.0150813	0.0144649	0.0769586	0.081077	0.0216878	0.0325448	0.0931714	0.00794465	0.0254079	0.0144449	0.0773791	0.0273931	0.003647183	17.93031	0.262996	0.626948	1.06268	2.04738	0.0300079	0.307404	0.00272417	0.150667	0.380882	0.128315	0.07735286	0.04714994
342	0	-55.30507	-83.71423	28.40916	0.7751968	0.0117436	0.114792	0.0462421	0.0739492	0.026433	0.0203173	0.0628122	0.0139935	0.02205622	0.09713775	0.136473	0.044218	0.00093748	0.0448112	0.0391628	0.161388	0.0978051	0.00301996	0.0441212	0.159189	0.0682828	0.0368711	0.0506797	0.0331012	0.0799396	0.03173805	10.33075	0.090271	0.396953	0.949838	2.56294	0.0212552	0.447443	0.0331092	0.0729193	0.410389	0.0148843	0.1288758	0.2462685
343	0	-61.59408	-84.0752	22.48112	1.372686	0.126766	0.229256	0.0750525	0.0169564	0.039523	0.0580187	0.106061	0.211346	0.1060462	0.208185	0.137944	0.0375072	0.0807967	0.0544768	0.0262891	0.184089	0.165746	0.00103952	0.0734645	0.107643	0.0261474	0.0169147	0.0578494	0.00731962	0.0227727	0.1289688	3.795408	0.204968	0.565896	1.04198	2.18716	0.0238675	0.52078	0.00038482	0.051245	0.367834	0.0358886	0.3371538	0.3825222
344	0	-51.23188	-82.47691	31.24503	1.044998	0.012068	0.0176069	0.0228656	0.00683575	0.0326396	0.0256059	0.0545692	0.00883916	0.02406756	0.02112735	0.0544476	0.0235712	0.0973631	0.0104793	0.0106696	0.0999135	0.0557168	0.00166669	0.269864	0.0241093	0.0468341	0.131842	0.018685	0.147712	0.007126	0.01071279	72.95618	0.145844	0.489871	1.00707	2.35721	0.0479142	0.437429	0.00455434	0.178016	0.304527	0.0275594	0.03184014	0.3364556
345	0	-54.52717	-84.63479	30.10762	1.824734	0.00450062	0.0198834	0.0318971	0.0281154	0.0709016	0.00249333	0.0583982	0.0360853	0.03640119	0.05005929	0.092541	0.0148885	0.00597578	0.0928818	0.025146	0.0516089	0.120167	0.00818156	0.0709603	0.011576	0.0636321	0.211601	0.0116006	0.203897	0.0153426	0.04491744	21.42265	0.271416	0.634981	1.06491	2.02869	0.040788	0.563041	0.0193447	0.111821	0.228123	0.036882	0.09497673	0.472931
346	0	-41.04195	-82.27231	41.23037	2.02716	0.00165906	0.00382614	0.0314824	0.0067085	0.00711947	0.0104756	0.00381443	0.00211162	0.009033103	0.01252658	0.075073	0.121787	0.0192588	0.0513941	0.12036	0.0880936	0.0678868	0.0254629	0.0230708	0.0201368	0.0054189	0.110775	0.0249041	0.193124	0.0532546	0.001452434	38.35336	0.296495	0.657871	1.07065	1.97498	0.0283934	0.451988	0.00376159	0.170977	0.274986	0.0698944	0.01397902	0.103901
347	0	-61.51143	-82.36034	20.84892	0.7392204	0.00303241	0.173511	0.154157	0.00811181	0.0731635	0.00352217	0.142497	0.281384	0.2598812	0.06270054	0.0776655	0.0791913	0.219319	0.135585	0.00261748	0.0149954	0.0249529	0.00937897	0.168111	0.00310814	0.00438991	0.016981	0.0142619	0.208977	0.0204655	0.006899468	10.84348	0.0825777	0.381462	0.938578	2.59738	0.00743716	0.488638	0.0342454	0.143351	0.268829	0.0574986	0.06960001	0.09913027
348	0	-53.89405	-80.14628	26.25223	3.856992	0.03639	0.0392085	0.0826043	0.00777994	0.043948	0.148739	0.121594	0.191269	0.09726099	0.09319498	0.119556	0.044882	0.0471333	0.13707	0.0409893	0.00955236	0.118876	0.0163328	0.0831256	0.0601127	0.00454757	0.0703637	0.0214816	0.216374	0.0096029	0.0188307	1.548016	0.446329	0.770114	1.0844	1.69916	0.0142306	0.498731	0.00676657	0.108522	0.280274	0.0914757	0.1120257	0.1680927
349	0	-57.89889	-85.86262	27.96373	2.455385	0.0804343	0.0285174	0.0375443	0.0407634	0.0433146	0.0697348	0.00440576	0.0379071	0.05123814	0.005200023	0.116937	0.0756883	0.000929298	0.0208485	0.0342744	0.00461132	0.130745	0.0320319	0.0141731	0.0216522	0.030655	0.0291205	0.123576	0.23698	0.127778	0.07462986	20.47248	0.342186	0.696086	1.0781	1.88363	0.0324643	0.543655	0.019027	0.0702052	0.275792	0.0588575	0.07982988	0.9348612
350	0	-55.0457	-82.79895	27.75325	0.9660564	0.0248421	0.220112	0.0177628	0.0462256	0.0550503	0.0147761	0.00774489	0.0139251	0.08519229	-0.03931554	0.0425303	0.110719	0.065777	0.186722	0.0638885	0.0127291	0.211083	0.00270113	0.00998683	0.0783324	0.0248514	0.0857603	0.019432	0.0845363	0.000950374	0.06300487	4.888218	0.130132	0.466306	0.99414	2.40942	0.0421952	0.440214	0.0285874	0.0472819	0.398834	0.0428883	0.02368933	2.659631
351	0	-51.98527	-78.35444	26.36917	0.7707208	0.0906961	0.151084	0.0738803	0.10354	0.0317759	0.00573376	0.0544512	0.0641532	0.1086725	0.02772939	0.132648	0.0540625	0.0194238	0.0579426	0.0597775	0.0522129	0.0769255	0.00703962	0.220262	0.00679181	0.0688753	0.100547	0.00225311	0.140719	0.000519514	0.1635911	4.197332	0.089315	0.395073	0.9485	2.56711	0.016469	0.402115	0.010438	0.136727	0.406135	0.0281157	0.1913205	0.8550631
352	0	-56.74962	-84.29597	27.54635	0.950055	0.0949197	0.110469	0.141387	0.0567628	0.0879933	0.00201841	0.129798	0.00244351	0.08123221	0.04365653	0.135528	0.130903	0.0282778	0.0156548	0.218653	0.168404	0.0605204	0.0036597	0.167829	0.00603367	0.0012724	0.0118013	0.00400125	0.0354877	0.0119735	0.04102231	7.731214	0.126884	0.461207	0.991205	2.4207	0.0579371	0.527752	0.0109155	0.188449	0.193474	0.0214719	0.08467884	0.4844458
353	0	-52.19226	-79.51219	27.31992	0.8088402	0.00478041	0.0100487	0.0280596	0.0778776	0.0227796	0.0261256	0.122169	0.0412362	0.03876005	0.2510226	0.179763	0.0205614	0.169046	0.0401123	0.00170278	0.0732381	0.0371834	0.0127394	0.00172878	0.0446923	0.0405755	0.00614805	0.00782411	0.348614	0.0160705	0.09357156	7.348684	0.0974384	0.410669	0.959375	2.53252	0.0307267	0.449664	0.0141899	0.104044	0.344622	0.0567543	0.3445942	0.2715413
354	0	-36.60502	-80.53232	43.92729	1.375388	0.00255201	4.69159e-05	0.00500015	0.00430019	0.0025727	0.00691845	0.000584357	0.0117849	0.005835513	0.0006093506	0.0756416	0.222127	0.0116359	0.0733653	0.0738103	0.00735663	0.0414261	0.0105694	0.0068528	0.0419894	0.0361673	0.114159	0.016327	0.236937	0.0316348	0.04341064	39.11585	0.205415	0.566409	1.04218	2.186	0.0450875	0.328297	0.0243172	0.0816785	0.449802	0.0708185	0.04401999	0.9861574
355	0	-49.11929	-90.29106	41.17176	0.1572968	0.000138372	0.00341087	0.0161344	4.76012e-05	0.0184749	0.00291798	0.0117902	0.00878366	0.01123113	0.002128333	0.0594961	0.0870667	0.0361826	0.0179291	0.0351853	0.00543135	0.0316533	0.0260885	0.119956	0.0980889	0.147407	0.111429	0.0146167	0.151932	0.0575379	0.0440128	37.94706	8.14028e-05	0.0133148	0.263709	3.7229	0.0166511	0.357489	0.112628	0.108823	0.329574	0.0748349	0.04614113	0.9538734
356	0	-65.12577	-84.56991	19.44414	2.797483	0.314596	0.234332	0.025757	0.0753657	0.265617	0.0899546	0.0476188	0.15718	0.1072582	0.08490812	0.0217557	0.0597006	0.074542	0.0116035	0.169982	0.0516129	0.0227772	0.0439798	0.0192384	0.0489607	0.0499434	0.122456	0.0429874	0.146615	0.113845	0.03279113	12.48571	0.372962	0.719661	1.08131	1.82606	0.0497606	0.430014	0.0264837	0.0844891	0.320201	0.0890518	0.1176993	0.278601
357	0	-42.46953	-83.74736	41.27782	1.336947	0.00301976	0.00809111	0.00212212	0.0279668	0.00539916	0.00797492	0.00440184	0.00280262	0.005679681	0.02211972	0.0447257	0.00785656	0.145889	0.00391453	0.016006	0.0105555	0.0878411	0.00016945	0.286777	0.0295547	0.0131833	0.00723777	0.044222	0.058829	0.243238	0.004042678	53.45131	0.199	0.558957	1.03922	2.20283	0.0332381	0.481214	0.021691	0.106547	0.340269	0.0170411	0.0261624	0.1545225
358	0	-50.2091	-80.88787	30.67877	0.6470198	0.00093509	0.0355059	0.0243307	0.0574173	0.0291497	0.0770383	0.028576	0.00480414	0.06477739	-0.03990746	0.0884361	0.0178109	0.0720549	0.00311678	0.0478321	0.0293737	0.0675496	0.00972597	0.0560058	0.105492	0.00513918	0.0967112	0.00613185	0.362971	0.0316495	0.124426	8.093365	0.0629285	0.337422	0.903534	2.69612	0.0139891	0.527235	0.00301063	0.0995386	0.260424	0.0958024	0.08451854	1.472174
