Iteration	Posterior	Likelihood	Prior	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-200.1457	-234.6426	34.49694	1.152191	0.0461984	0.0237125	0.00995421	0.00266418	0.0223507	0.0135441	0.010542	0.0330649	0.00500267	0.0190418	0.0043202	0.00968058	0.039005	0.012694	0.0204011	0.02614344	0.186942	0.0154616	0.0197682	0.024097	0.103522	0.00628844	0.157234	0.0875175	0.145545	0.0492662	0.00674605	0.0249388	0.0673365	0.0803053	0.0250316	0.03437288	38.85843	0.166282	0.51816	1.02126	2.2943	0.114039	0.198748	0.251959	0.0310086	0.29403	0.110215	0.06051633	0.5679936
1100	-209.7685	-243.5513	33.78273	1.926073	0.0160505	0.00305738	0.0020216	0.00416475	0.00635609	0.0109724	0.100839	0.0912066	0.0554353	0.025801	0.00658934	0.0387175	0.00287262	0.0200145	0.02897491	0.03849554	0.0753462	0.097996	0.0651704	0.0502615	0.0751272	0.00947132	0.0393701	0.0735137	0.0485923	0.0889046	0.082666	0.0928762	0.00350336	0.0749028	0.122298	0.03151907	28.46636	0.284287	0.646915	1.06802	2.00077	0.108968	0.206639	0.266426	0.102521	0.169304	0.146142	0.07001461	0.4501784
1200	-214.4187	-233.0472	18.62852	0.8055114	0.0831562	0.00120552	0.0601945	0.145449	0.194728	0.0312084	0.291916	0.0881504	0.00451748	0.0577271	0.0493015	0.00171511	0.147825	0.0190732	0.08574395	0.03612328	0.0292112	0.0103399	0.340747	0.0756313	0.0751692	0.0115822	0.0410269	0.0522338	0.00923242	0.142314	0.0171128	0.020045	0.0110292	0.0218124	0.142513	0.03196352	18.81408	0.096731	0.409344	0.95847	2.53546	0.163895	0.198918	0.170849	0.0468251	0.266173	0.153339	0.06808681	0.4694525
1300	-210.6757	-235.9607	25.28499	1.987341	0.0813284	0.130003	0.00906916	0.00548588	0.0280738	0.0131627	0.027711	0.186397	0.071129	0.0234734	0.019884	0.00565171	0.0478467	0.0633373	0.06758105	0.04329474	0.106303	0.0485395	0.0134102	0.117405	0.168684	0.00448909	0.0701202	0.173296	0.0318814	0.155681	0.0020453	0.00786155	0.00567954	0.0474213	0.0471833	0.01260692	13.67514	0.291759	0.653661	1.06967	1.98491	0.125556	0.119051	0.277088	0.146099	0.226988	0.105217	0.05590166	0.2255196
1400	-188.5426	-230.8188	42.27624	1.850965	0.00416923	0.0101206	0.0171875	0.0118323	0.00952296	0.0024584	0.00259716	0.00472275	0.00357451	0.00224526	0.0026271	0.000106732	0.0092965	0.0189182	0.006670515	0.006499612	0.06856	0.0719451	0.00870905	0.0430018	0.056323	0.00831437	0.0118043	0.0934894	0.24587	0.226082	0.0138257	0.00720755	0.0208637	0.0703218	0.0536823	0.0002358429	183.8112	0.274811	0.638168	1.06577	2.02125	0.159301	0.120754	0.21474	0.076124	0.264596	0.164485	0.006735455	0.03501514
1500	-215.6244	-241.1497	25.5253	1.594452	0.0216787	0.0429261	0.0175361	0.0551978	0.0506752	0.07085	0.0709826	0.0278434	0.0216743	0.0153232	0.0443273	0.0315255	0.0043932	0.0808339	0.02821609	0.08253335	0.102212	0.0864794	0.122802	0.0715431	0.0463689	0.0116575	0.138501	0.0168987	0.0351663	0.0924289	0.0281693	0.0310908	0.0414955	0.109621	0.0655646	0.008238818	27.23632	0.239551	0.603559	1.05552	2.10137	0.158526	0.236063	0.127349	0.0567454	0.282739	0.138579	0.09077217	0.09076371
1600	-220.9149	-237.2252	16.31024	0.8467156	0.0250812	0.0239075	0.195705	0.434381	0.00995253	0.031514	0.199594	0.0191623	0.00184449	0.0940779	0.0178766	0.0373792	0.0202551	0.0030642	0.07072057	0.05081461	0.174017	0.0261215	0.0183468	0.111886	0.0115946	0.0228259	0.0500158	0.208792	0.0526152	0.110345	0.0235219	0.012468	0.0171594	0.0622229	0.0980674	0.05927934	28.23188	0.105453	0.425283	0.969104	2.50016	0.0902718	0.108356	0.308336	0.0926171	0.249318	0.151101	0.110094	0.5384433
1700	-215.6392	-233.9465	18.3073	1.371297	0.0592902	0.0460928	0.00051295	0.136912	0.0813154	0.0841369	0.0441874	0.102708	0.119856	0.0928317	0.0588701	0.00128311	0.28816	0.045235	0.09078342	0.2588996	0.00841561	0.0538495	0.0246752	0.112659	0.0713436	0.0374675	0.0508466	0.00706808	0.160145	0.0396447	0.00456765	0.000464987	0.127865	0.10608	0.194909	0.002263083	11.15737	0.204738	0.565631	1.04188	2.18775	0.141839	0.183135	0.232943	0.0790627	0.25367	0.10935	0.2611627	0.008665414
1800	-216.9207	-241.3352	24.41447	0.648309	0.105569	0.0114946	0.0423427	0.0178092	0.0361017	0.0637879	0.0711088	0.044813	0.0122697	0.00297123	0.0201124	0.0135554	0.0236105	0.0494666	0.04390947	0.009796693	0.0505052	0.00459981	0.0214644	0.110314	0.0134938	0.0379728	0.0933062	0.0576282	0.0679041	0.182701	0.00851198	0.0337188	0.0724119	0.000658831	0.24481	0.01485085	100.8292	0.0632006	0.338085	0.904097	2.69462	0.140567	0.261509	0.17185	0.0416207	0.247746	0.136707	0.02464754	0.6025285
1900	-193.8842	-237.6966	43.8124	1.82396	0.00325711	0.00704383	0.00543966	0.00752234	0.00495383	0.00839224	0.00211214	0.0194305	0.000223909	0.0091942	0.00243409	0.00281943	0.00369716	0.00261496	0.007703391	0.002408622	0.0543435	0.135859	0.183747	0.0250545	0.0669942	0.00118201	0.0764554	0.0947808	0.0882003	0.12733	0.00336662	0.0215516	0.0138808	0.0713023	0.0359516	0.004173999	144.0971	0.271315	0.634886	1.06489	2.02891	0.121499	0.118777	0.134763	0.125762	0.381899	0.117299	0.006582621	0.6340938
2000	-200.3453	-229.533	29.18767	2.804844	0.00921185	0.0193178	0.0744325	0.0115849	0.0472903	0.0111831	0.0599973	0.178999	0.0197645	0.00416816	0.00913644	0.0618168	0.0874998	0.103885	0.05761987	0.1020509	0.0225186	0.05541	0.0228374	0.0135341	0.146371	0.0067374	0.014138	0.0779356	0.100663	0.281268	0.00817438	0.0088201	0.0423442	0.0401491	0.159099	0.005883492	7.744832	0.373577	0.720116	1.08137	1.82494	0.138925	0.199685	0.291673	0.0530117	0.206689	0.110017	0.1079344	0.05450988
2100	-206.0832	-237.9008	31.81763	1.334363	0.0405031	0.0188697	0.00746717	0.0182633	0.000242845	0.0198329	0.0704907	0.0121869	0.0286997	0.00415413	0.011803	0.00674055	0.000280202	0.00249748	0.02009109	0.01003169	0.0984749	0.0433548	0.0267473	0.135805	0.0251059	0.0126694	0.0674464	0.108243	0.265958	0.0782333	0.0116504	0.0307795	0.0425451	0.003593	0.0493946	0.0288897	83.06698	0.198564	0.558445	1.03901	2.20398	0.108825	0.258529	0.233038	0.0533674	0.205235	0.141005	0.03892138	0.7422577
2200	-224.4354	-231.841	7.405645	0.901725	0.119687	0.0809098	0.029265	0.00608161	0.14651	0.138088	0.456013	0.244434	0.010447	0.46179	0.0822254	0.032504	0.0487893	0.231866	0.2288112	0.093039	0.0313375	0.038399	0.127973	0.0105107	0.346809	0.0109401	0.08495	0.00994628	0.219048	0.0130111	0.00142428	0.00626223	0.00495817	0.037852	0.0565781	0.03572772	16.66328	0.116952	0.44508	0.981595	2.45637	0.129079	0.166182	0.203926	0.0399101	0.351939	0.108963	0.1287667	0.2774608
2300	-226.455	-234.8667	8.4117	1.222914	0.147537	0.660596	0.0452246	0.0544672	0.177232	0.145058	0.0273381	0.1315	0.0578721	0.0376452	0.14878	0.205828	0.419437	0.769311	0.1950343	0.06584953	0.000414091	0.0916828	0.0135016	0.0503696	0.240549	0.0327467	0.0538194	0.00811352	0.169785	0.196319	0.0190457	0.0504635	0.0157412	0.000701104	0.0567469	0.01536552	15.7085	0.179181	0.534841	1.02896	2.25702	0.17816	0.181079	0.144506	0.0720895	0.30911	0.115055	0.08121505	0.1891954
2400	-207.8896	-234.5729	26.68331	0.8129128	0.0202099	0.0203948	0.0546917	0.0134168	0.0349574	0.0078035	0.124325	0.125393	0.0831887	0.117918	0.046935	0.0927748	0.0243719	0.0519182	0.06142549	0.1300795	0.0340361	0.0404136	0.0216671	0.0937924	0.174503	0.0122053	0.0645806	0.208807	0.0560754	0.0544667	0.00838634	0.0375241	0.0195478	0.117762	0.0562325	0.01131783	10.69249	0.0983034	0.412281	0.96047	2.52895	0.110713	0.191787	0.258163	0.0473332	0.260001	0.132004	0.1413973	0.08004277
2500	-240.5654	-238.1915	-2.373857	0.6128405	0.229255	0.766018	0.646541	0.486306	0.314202	0.811168	0.0604542	0.641228	0.154245	0.241534	0.0564377	0.0700224	0.612128	0.615787	0.3803338	0.1112251	0.205438	0.0800518	0.0137202	0.0837428	0.0448885	0.0170617	0.0737968	0.0289227	0.021842	0.0531851	0.00919677	0.0437195	0.0776351	0.111537	0.135262	0.01086701	17.93707	0.0557668	0.319335	0.887731	2.73717	0.184231	0.19138	0.256178	0.0663419	0.203845	0.0980251	0.1220921	0.08900665
2600	-214.0114	-230.3968	16.3854	1.529816	0.100571	0.070916	0.0643341	0.110521	0.0456	0.171725	0.133849	0.118849	0.0677251	0.0391479	0.0211012	0.107437	0.124337	0.112991	0.1089707	0.01928516	0.135215	0.0818334	0.0801965	0.0522492	0.253556	0.0135031	0.113714	0.0178821	0.0249388	0.0940043	0.00675678	0.00530134	0.00385999	0.0429251	0.0740635	0.04276841	21.93011	0.229892	0.593445	1.05213	2.12454	0.0942925	0.191942	0.255085	0.0486658	0.287271	0.122744	0.06205357	0.6892176
2700	-190.8809	-233.3221	42.44123	1.854826	0.0141595	0.00592243	0.0010248	0.0046477	0.00104304	0.00468765	0.00462565	0.00854798	0.00128084	0.00330059	0.000123234	0.00115654	7.33276e-05	0.00227819	0.003489395	0.003073705	0.107582	0.0198621	0.0305908	0.00389701	0.0776735	0.0120229	0.044872	0.184812	0.0295306	0.152395	0.00584054	0.00172665	0.00525995	0.272048	0.0518871	0.0002266509	852.2652	0.275307	0.638631	1.06589	2.02017	0.130675	0.160255	0.244614	0.0912466	0.269061	0.104148	0.003300356	0.06867467
2800	-192.8558	-232.7489	39.89315	1.497661	0.0010995	0.000966415	0.00150893	0.0155256	0.00127642	0.00149855	0.0123566	0.000480269	0.00164101	0.00537788	0.0111349	0.00863324	0.00583939	0.00171935	0.006274484	0.0005627166	0.150486	0.0255227	0.151134	0.0543824	0.0509761	0.00293314	0.0319969	0.014378	0.0354473	0.221552	0.00673949	0.0403816	0.0224696	0.145916	0.0456848	0.001482436	388.9672	0.224961	0.588167	1.05028	2.13659	0.172442	0.209164	0.240252	0.0455495	0.222682	0.109911	0.002045152	0.7248534
2900	-195.9726	-232.1037	36.13102	3.22427	0.00803904	0.00278993	0.000304554	0.0277372	0.000915546	0.00116687	0.0101473	0.0460645	0.00983077	0.016725	0.00924784	0.0143292	0.0178998	0.00603937	0.01520044	0.01017322	0.0149656	0.0289584	0.0806572	0.147478	0.314016	0.00056031	0.0182477	0.04997	0.0739696	0.1187	0.0221974	0.00532519	0.00565183	0.059364	0.0599383	0.004782683	72.17718	0.405901	0.743235	1.08342	1.76744	0.126243	0.163752	0.233719	0.0698535	0.321605	0.0848281	0.0149559	0.3197856
3000	-223.0194	-235.5	12.48052	0.4566635	0.125092	0.319637	0.176516	0.124565	0.282705	0.427614	0.0580751	0.23745	0.0323336	0.00013227	0.140673	0.0505588	0.0690365	0.141726	0.1563575	0.05545645	0.24922	0.035099	0.0615997	0.0929703	0.108687	0.00730388	0.0424245	0.0602776	0.029678	0.118033	0.00355863	0.0242488	0.00537941	0.061964	0.0995566	0.009340896	17.87368	0.0256651	0.222686	0.785981	2.96567	0.13574	0.249715	0.250337	0.0484178	0.189385	0.126405	0.06479735	0.1441555
3100	-230.5683	-232.6728	2.104437	2.593379	1.05101	0.166604	0.208676	0.0392982	0.2685	0.13098	0.2701	0.99808	0.406964	0.30988	0.0960618	0.28347	0.177983	1.32537	0.3201803	0.3312742	0.0140424	0.0345134	0.118133	0.120244	0.180791	0.00291581	0.0810563	0.0163448	0.127084	0.0903108	0.00886901	0.00122419	0.0262102	0.0495498	0.128711	0.006349879	2.62184	0.355135	0.7062	1.07961	1.85905	0.125534	0.18624	0.229723	0.0337085	0.240218	0.184576	0.3376241	0.01880754
3200	-202.9238	-230.7638	27.84003	1.622945	0.0030208	0.00988721	0.0741053	0.0690236	0.0413622	0.0035836	0.023212	0.0852126	0.0120807	0.0842595	0.0453985	0.0394131	0.0510225	0.0238088	0.04234888	0.1222811	0.166224	0.0285172	0.115246	0.048155	0.0578809	0.0036049	0.0355056	0.0310316	0.17173	0.104948	0.000469213	0.0367222	0.0279375	0.0383994	0.13363	0.01420543	16.75161	0.243705	0.607819	1.05689	2.09158	0.120912	0.129042	0.365694	0.060455	0.244698	0.0791984	0.1364865	0.1040793
3300	-216.4241	-233.5826	17.15849	1.490721	0.0318638	0.0460247	0.0254222	0.00678223	0.0475054	0.0673268	0.0807145	0.121326	0.101856	0.0355338	0.0111712	0.0575594	0.035024	0.302778	0.04305615	0.04237874	0.0235201	0.0482919	0.03597	0.0791127	0.0716276	0.00224827	0.00360812	0.00945692	0.0580211	0.0369101	0.000134881	0.00700135	0.027818	0.2616	0.334679	0.002065992	36.23135	0.223886	0.587005	1.04987	2.13924	0.149968	0.218988	0.194994	0.105321	0.240483	0.0902475	0.04444473	0.04648452
3400	-202.8691	-231.9255	29.05643	3.017916	0.056384	0.0803192	0.0224288	0.064472	0.0041687	0.0883152	0.0258802	0.03822	0.00408184	0.108791	0.0346867	0.00313116	0.00906686	0.00612666	0.04046284	0.06166551	0.131293	0.0200486	0.00109969	0.058924	0.0987267	0.0171156	0.0802413	0.118651	0.0823752	0.161538	0.0163621	0.00685404	0.0132916	0.167521	0.0259579	0.01011695	17.9847	0.390643	0.732515	1.0826	1.79424	0.144164	0.167398	0.282461	0.0771401	0.246175	0.0826612	0.07178246	0.140939
3500	-204.279	-230.7116	26.43269	1.431088	0.0535166	0.0156139	0.0481244	0.00876514	0.00195923	0.0775702	0.0322359	0.0900345	0.0625196	0.0811984	0.0132878	0.0398499	0.030728	0.0137673	0.04888166	0.01746948	0.0461895	0.0270067	0.0632007	0.103284	0.00902255	0.0111298	0.0552613	0.0506728	0.138897	0.2347	0.00668265	0.0403307	0.0482455	0.0724039	0.0929736	0.03912134	25.37329	0.214478	0.576669	1.0461	2.16275	0.150401	0.140527	0.278263	0.0694553	0.254525	0.106829	0.05659082	0.6913019
3600	-209.5183	-226.2151	16.69676	2.700932	0.395506	0.0089774	0.034473	0.0792393	0.00580512	0.0766606	0.0560083	0.0214741	0.0795002	0.037611	0.0708959	0.0260378	0.202541	0.0861453	0.08974304	0.03571448	0.0458972	0.0392346	0.15182	0.0776644	0.136368	0.000925788	0.00879811	0.014509	0.0247063	0.0729161	0.00206848	0.0190177	0.106334	0.198381	0.10136	0.01829963	40.01959	0.364715	0.713499	1.08058	1.84121	0.120145	0.196358	0.23181	0.0445017	0.303856	0.103329	0.05401411	0.3387934
3700	-218.1236	-232.7739	14.65035	1.536527	0.27812	0.445822	0.0359264	0.119363	0.102237	0.0628526	0.0810886	0.187656	0.0434081	0.189929	0.0189029	0.0617588	0.0106857	0.113297	0.1318411	0.08168655	0.0357598	0.0409125	0.0746445	0.0874076	0.0743259	0.00573603	0.204943	0.118365	0.113955	0.0867085	0.00396036	0.0104371	0.0118861	0.00546302	0.125495	0.01245722	13.49746	0.23091	0.594526	1.0525	2.12207	0.132427	0.169918	0.242404	0.0641833	0.284212	0.106855	0.09414377	0.1323212
3800	-219.9625	-232.1991	12.23654	3.510655	0.352184	0.0681267	0.0626823	0.03602	0.183874	0.14887	0.0506174	0.176291	0.226407	0.230147	0.043488	0.0220699	0.110763	0.000893686	0.1195883	0.04002991	0.0372223	0.0193818	0.0925883	0.0123794	0.0803117	0.00138301	0.0423695	0.0765231	0.166313	0.225038	0.00759515	0.00127015	0.0627574	0.0684293	0.106438	0.0187071	15.84482	0.425277	0.756383	1.08409	1.73425	0.187537	0.124595	0.175361	0.0967903	0.322859	0.0928577	0.058737	0.3184891
3900	-214.7773	-236.2437	21.46648	2.140304	0.0333318	0.199507	0.0393671	0.0333786	0.031787	0.0385488	0.040765	0.0155737	0.164265	0.23579	0.0902562	0.0261323	0.0426027	0.194773	0.0805273	0.1282319	0.0908878	0.0337037	0.00746923	0.0989944	0.102792	0.0194441	0.0173365	0.0375676	0.135516	0.117456	0.0464211	0.0726847	0.105209	0.0528023	0.0617146	0.001424098	14.94911	0.309467	0.66915	1.07313	1.94825	0.145316	0.177146	0.292118	0.0769812	0.196856	0.111583	0.129656	0.01098367
4000	-199.8743	-236.0313	36.15701	0.4128329	0.0078944	0.004982	0.0217138	0.00643783	0.00197548	0.0086284	0.0202933	0.00640874	0.0071398	0.0129883	0.00139472	0.00579837	0.0146875	0.00149734	0.01036553	0.002006796	0.0531878	0.00343673	0.161057	0.0999583	0.131684	0.000207559	0.000828415	0.165325	0.000117743	0.135541	0.00582798	0.03056	0.012633	0.120968	0.0786688	0.001255541	276.5957	0.0186085	0.191276	0.744802	3.04531	0.138913	0.127472	0.262587	0.0939123	0.247214	0.129901	0.003262338	0.3848594
4100	-199.9216	-234.9151	34.99351	0.4872735	0.00228838	0.00380635	0.00327932	0.0257437	0.0116168	0.00943214	0.0280459	0.026489	0.00374033	0.00115694	0.00494751	0.0135868	0.00406568	0.00340688	0.008357556	-0.001161755	0.0202927	0.114699	0.097108	0.0577891	0.00851391	0.00481851	0.121984	0.0794131	0.0413911	0.059133	0.00389712	0.0402758	0.00961565	0.214254	0.126816	0.0106729	194.1764	0.0310539	0.243527	0.810783	2.91464	0.167563	0.197251	0.200973	0.0587414	0.261309	0.114163	0.009511148	1.122147
4200	-219.0615	-237.0872	18.02575	1.359757	0.0238401	0.0824646	0.031663	0.0350935	0.125691	0.0172344	0.0895395	0.186927	0.113141	0.237718	0.0251091	0.0826083	0.141168	0.208344	0.06498326	0.1172041	0.124672	0.0180623	0.0319396	0.0282863	0.0465669	0.0178868	0.0369943	0.0726099	0.382077	0.0938862	0.018428	0.0182506	0.00483311	0.0429332	0.0625734	0.06607699	10.56093	0.202822	0.563417	1.041	2.19276	0.129045	0.192848	0.204682	0.0744767	0.314909	0.0840407	0.1832811	0.3605227
4300	-207.6882	-231.7165	24.02829	1.813363	0.209371	0.0278741	0.0422906	0.0610725	0.021235	0.0664719	0.00657706	0.0629706	0.0178998	0.0481033	0.0233138	0.0304426	0.117799	0.0141414	0.03932489	0.05123867	0.014428	0.0735456	0.030659	0.0137209	0.141535	0.00319756	0.0968507	0.0213053	0.127229	0.121034	0.00273203	0.0366172	0.0660276	0.0411649	0.209953	0.02916427	15.8318	0.26993	0.633577	1.06453	2.03196	0.173291	0.179219	0.208714	0.0632262	0.246746	0.128803	0.08040294	0.3627265
4400	-232.1331	-241.2263	9.093187	0.3517764	0.119814	0.241666	0.0286868	0.088278	0.0402515	0.435465	0.161953	0.0837064	0.183166	0.0989423	0.548019	0.370203	0.0587107	0.313147	0.1673279	0.2582394	0.0395521	0.0210017	0.0725921	0.0546717	0.118316	0.00385875	0.0611984	0.0576661	0.172272	0.0439587	0.0260011	0.00735305	0.115833	0.0145338	0.191191	0.06111608	9.033384	0.0104157	0.144936	0.673344	3.1713	0.189536	0.131003	0.253731	0.101324	0.234667	0.0897374	0.3193554	0.1913732
4500	-219.0332	-232.6801	13.64689	9.350134	0.0509062	0.0814312	0.0285054	0.062678	0.119003	0.182796	0.0167938	0.0386597	0.0502233	0.0240464	0.226174	0.00167297	0.0629342	0.0613189	0.07216888	0.06704756	0.0280946	0.0174364	0.0651437	0.03797	0.105835	0.0194872	0.0688652	0.184685	0.198703	0.0699019	0.00296361	0.00132385	0.0813628	0.0411777	0.0770501	0.02125016	18.24685	0.620229	0.865629	1.07368	1.44046	0.125407	0.111372	0.292414	0.0539159	0.288734	0.128157	0.08829772	0.2406649
4600	-205.812	-232.5078	26.69586	0.4531248	0.0246086	0.017912	0.019695	0.0624449	0.00645144	0.0181615	0.00965951	0.0173651	0.117866	0.0239056	0.000321242	0.00998768	0.0551236	0.0102565	0.04439499	0.01539175	0.123356	0.00745266	0.255583	0.0172343	0.114544	0.00851653	0.0817086	0.132059	0.0336046	0.122912	0.00177581	0.0016214	0.0205687	0.0511432	0.0279194	0.008925011	78.74065	0.0250646	0.220217	0.782919	2.9718	0.18233	0.120653	0.227021	0.0495568	0.27042	0.150019	0.02431676	0.3670313
4700	-213.9905	-234.4519	20.46145	0.9635716	0.0253182	0.000160372	0.00854179	0.0020133	0.00614756	0.272951	0.36252	0.0154937	0.0827893	0.0562304	0.0882917	0.0547329	0.0289753	0.163635	0.05366726	0.09964954	0.00451857	0.0136491	0.0688224	0.0966915	0.0230712	0.013277	0.0990047	0.110437	0.0700675	0.324701	0.0141931	0.0329322	0.024102	0.00654065	0.0979922	0.005203636	15.82185	0.129629	0.465522	0.993692	2.41116	0.14054	0.193409	0.235026	0.0859844	0.222394	0.122646	0.1048532	0.04962783
