Iteration	Posterior	Likelihood	Prior	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-42.64726	-80.56603	37.91876	0.9095799	0.0393522	0.00505319	0.0073723	0.014229	0.0126913	0.00578684	0.00214758	0.0066235	0.02057936	0.1737599	0.246888	0.0273214	0.0344934	0.0396856	0.00610833	0.263157	0.0893779	0.00595223	0.00222548	0.0354473	0.045196	0.0709664	0.0120188	0.0850264	0.036136	0.01745698	12.33438	0.118578	0.447779	0.983238	2.45041	0.0112	0.477662	6.79483e-05	0.0659418	0.379243	0.0658844	0.1912169	0.09129411
1100	-30.14113	-79.3613	49.22017	0.3452666	0.0012776	0.00194417	0.00122771	0.000126765	0.000292061	0.00103785	0.00150278	0.000437979	0.003054774	-0.0001611814	0.191852	0.00405509	0.0420221	0.0260837	0.197911	0.0460273	0.117503	0.00907369	0.00137431	0.0258882	0.00860954	0.00183682	0.00792168	0.237041	0.0827999	0.009903687	226.2898	0.00967355	0.139871	0.664552	3.1859	0.0685066	0.3813	0.0127863	0.0626607	0.390951	0.0837958	0.009742506	1.016544
1200	-43.13105	-80.87437	37.74333	2.469933	0.028148	0.04977	0.0081399	0.0102193	0.00164283	0.0101347	0.0136925	0.000519888	0.02117099	0.02018337	0.0311378	0.0446076	0.160196	0.240165	0.0839528	0.0310281	0.0311819	0.00412028	0.00240232	0.0965952	0.0246323	0.115398	0.0187014	0.0438708	0.072011	0.005435877	13.31319	0.343587	0.697195	1.07828	1.88094	0.0624097	0.480283	0.00239167	0.179199	0.201785	0.0739315	0.02561925	0.2121794
1300	-62.38114	-78.95705	16.5759	1.483745	0.184216	0.192542	0.606192	0.0107508	0.313385	0.605384	0.316976	0.0701357	0.2502215	0.2747557	0.177408	0.0731214	0.0133727	0.0900463	0.00620664	0.0433231	0.0320514	0.00348205	0.0426723	0.0355576	0.0609946	0.143722	0.0206785	0.230056	0.0273084	0.06720142	1.829067	0.2228	0.585828	1.04945	2.14192	0.032689	0.536237	0.00264678	0.0805477	0.301675	0.0462041	0.3419571	0.19652
1400	-50.22662	-81.70096	31.47435	1.064634	0.00937078	0.00884307	0.00343569	0.0833136	0.0375335	0.0578513	0.0309408	0.0618491	0.06348487	0.06248002	0.0489441	0.0470217	0.0447945	0.0598989	0.116938	0.0702921	0.11501	0.00179182	0.131235	0.00663558	0.00883812	0.0222632	0.01413	0.151625	0.160582	0.01016246	13.67448	0.149667	0.495353	1.00994	2.34505	0.0136761	0.378959	0.0309699	0.13061	0.391807	0.0539777	0.07264248	0.139897
1500	-46.47065	-80.41935	33.9487	0.7708728	0.0525972	0.0299036	0.00281017	0.0237233	0.0104127	0.00632386	0.0158817	0.140801	0.0407593	0.1008402	0.184264	0.170627	0.0368035	0.0374295	0.031072	0.052174	0.0700409	0.00636887	0.0128717	0.117894	0.0321958	0.0585982	0.0121741	0.126383	0.0511037	0.08284624	4.330642	0.0893475	0.395137	0.948545	2.56697	0.0213973	0.284645	0.00112477	0.131776	0.529173	0.0318832	0.1836864	0.4510199
1600	-53.54827	-80.45448	26.90621	1.053401	0.173079	0.0242226	0.0116773	0.121094	0.0733136	0.0855167	0.124953	0.073278	0.09774558	0.07826903	0.0952429	0.0919749	0.217051	0.00228616	0.055511	0.0343333	0.0106958	0.00359349	0.0729113	0.145238	0.0401413	0.144095	0.00350451	0.0708084	0.0126126	0.07198681	4.309731	0.147484	0.492235	1.00831	2.35197	0.021074	0.345823	0.0290463	0.11174	0.436481	0.055836	0.1502558	0.4790949
1700	-51.05562	-81.10971	30.05409	2.866147	0.0225374	0.0251823	0.00126193	0.0602325	0.00676858	0.0330244	0.0630041	0.0258939	0.01630721	0.018862	0.0539961	0.0040024	0.019933	0.086811	0.146	0.0233665	0.0312319	0.0250327	0.00106764	0.0610538	0.0429637	0.106934	0.00527989	0.291942	0.100386	0.0746475	9.600165	0.378634	0.723837	1.08177	1.81576	0.0212959	0.44566	0.0612849	0.135232	0.319505	0.0170224	0.0935095	0.7982879
1800	-50.00611	-84.2464	34.2403	0.9668075	0.0364263	0.0845342	0.00538574	0.00435748	0.075165	0.0408681	0.0164607	0.0384028	0.03372287	0.05107728	0.00398409	0.0533707	0.0557466	0.0580945	0.0409087	0.0219036	0.181855	0.00621872	0.0552927	0.0291816	0.107828	0.0950089	0.04662	0.0667723	0.177214	0.07302204	3.821032	0.130284	0.466542	0.994275	2.4089	0.107929	0.421044	0.0335525	0.090158	0.294862	0.0524541	0.1240993	0.5884161
1900	-37.72786	-78.51197	40.7841	2.702787	0.0153483	0.0144528	0.00696424	0.00602446	0.00420938	0.00579807	0.00470061	0.00948692	0.01155205	0.01814363	0.0603484	0.0133188	0.014781	0.188076	0.00317922	0.0496561	0.056673	0.0189086	0.0127308	0.0703144	0.235979	0.0797401	0.034441	0.0560634	0.105791	0.0335723	21.55073	0.364877	0.71362	1.0806	1.84091	0.0495995	0.366075	0.00387869	0.0863636	0.447649	0.0464346	0.05171593	0.6491675
2000	-50.33808	-81.66094	31.32286	0.9634934	0.0372155	0.0494756	0.082227	0.0316145	0.025691	0.0116634	0.196678	0.00937102	0.05566085	0.08269694	0.00911243	0.0325531	0.0107349	0.164481	0.0156072	0.137848	0.0826272	0.00887255	0.0548849	0.0179917	0.0615668	0.0327672	0.0808847	0.288441	0.00162669	0.05235345	3.68806	0.129613	0.465497	0.993677	2.41121	0.0177226	0.429905	0.0117711	0.0635781	0.425465	0.0515577	0.1350504	0.3876586
2100	-41.81559	-84.12906	42.31347	1.125812	0.00301035	0.00637701	0.00229275	0.00601863	0.000174326	0.0204768	0.00763085	0.00621139	0.0080259	0.002175989	0.0202119	0.0537597	0.0258625	0.056808	0.460129	0.00923459	0.0507074	0.0236533	0.0426748	0.00576778	0.0984423	0.0771129	0.00532291	0.0356941	0.0346186	0.01715174	42.49355	0.161351	0.511555	1.01808	2.30902	0.0994439	0.321322	0.000775817	0.157893	0.379694	0.0408711	0.01932773	0.8874162
2200	-45.74116	-78.98493	33.24378	1.487736	0.010782	0.0354258	0.094195	0.0211697	0.020258	0.0135508	0.0644528	0.0180932	0.04060534	0.06430018	0.0746064	0.0874613	0.0329032	0.0797822	0.0134926	0.0482153	0.0673926	0.0307644	0.000779162	0.243072	0.0382419	0.0696131	0.0048892	0.123956	0.0848299	0.008440306	10.99274	0.223422	0.586502	1.04969	2.14038	0.0366093	0.378427	0.00616365	0.155297	0.332907	0.0905963	0.07274049	0.1160331
2300	-48.39074	-81.30682	32.91608	0.4944631	0.0494165	0.0884258	0.0524365	0.0072526	0.0899964	0.055474	0.0874346	0.00861683	0.0696702	0.2862844	0.0611085	0.0117034	0.163916	0.162455	0.00462273	0.109091	0.0580011	0.00132949	0.00577352	0.0846915	0.00163064	0.0883014	0.017749	0.164332	0.0652938	0.008855426	2.107503	0.0323662	0.248286	0.816198	2.90315	0.0127961	0.36334	0.0145755	0.0660624	0.517857	0.0253683	0.2951398	0.03000417
2400	-40.27647	-80.9406	40.66414	0.9169733	0.0157607	0.00933902	0.00382957	0.00075	0.00240087	0.0206658	0.0199684	0.0053028	0.01302991	0.01085629	0.155468	0.024474	0.0148951	0.040476	0.0254079	0.0776945	0.112674	0.0484535	0.0040761	0.0402378	0.0776807	0.175239	0.0321593	0.150575	0.0204892	0.01096341	34.57881	0.120105	0.45029	0.984755	2.44485	0.0308889	0.404458	0.025702	0.114961	0.310705	0.113284	0.0218197	0.5024546
2500	-49.21084	-81.2857	32.07486	0.6731927	0.0135858	0.0195313	0.0713269	0.0334716	0.00308645	0.0132742	0.025814	0.00336467	0.01597981	0.04385748	0.0389196	0.0158373	0.124459	0.0395547	0.163866	0.0615559	0.0134272	0.00330903	0.0778615	0.0536552	0.0543245	0.192588	0.011276	0.103397	0.0459698	0.01107064	43.17381	0.0684739	0.350602	0.914514	2.66641	0.0252193	0.434713	0.0157001	0.0806897	0.399555	0.0441231	0.05492812	0.2015477
2600	-70.76212	-80.01799	9.255876	0.4672019	0.691882	0.46884	0.27186	0.0789615	0.0774124	0.289547	0.0671361	0.375471	0.2170997	-0.5658956	0.130606	0.0431608	0.0832512	0.0677944	0.0110359	0.0794106	0.0099851	0.0308002	0.019638	0.00929775	0.0689423	0.0279188	0.0204452	0.185576	0.212137	0.6563381	1.401738	0.027482	0.229966	0.794854	2.9477	0.0281644	0.485915	0.00762061	0.08997	0.341149	0.0471818	0.09044248	7.256967
2700	-53.74618	-82.72515	28.97897	1.037046	0.0300835	0.0538137	0.0242568	0.0460708	0.0843527	0.0813603	0.00475862	0.0107702	0.0884156	0.01489846	0.00951743	0.012129	0.0673177	0.0582034	0.0798142	0.014474	0.0260538	0.00372827	0.00135202	0.152119	0.0710627	0.401816	0.00112299	0.0802505	0.0210392	0.006591807	9.269533	0.144286	0.48761	1.00588	2.36223	0.0211055	0.309961	0.00408405	0.146532	0.400812	0.117505	0.02149026	0.3067345
2800	-54.65096	-80.01476	25.3638	1.97515	0.0647101	0.210546	0.0390129	0.0155247	0.0940804	0.114915	0.0129812	0.116712	0.1123766	-0.0001831809	0.149559	0.0476287	0.15688	0.130312	0.0142271	0.0108735	0.0144858	0.00588689	0.0196911	0.0697337	0.054715	0.0991866	0.000212367	0.0728024	0.153806	0.0624997	4.346119	0.29029	0.652345	1.06936	1.98801	0.015598	0.470521	0.025207	0.194464	0.225692	0.0685179	0.06231652	1.00294
2900	-42.28994	-80.61985	38.32991	1.645317	0.0173001	0.0182478	0.000556	0.00950471	0.0188984	0.00313762	0.0217398	0.0247718	0.01607681	0.0380855	0.210874	0.0064092	0.031527	0.0616419	0.126673	0.0523806	0.108638	0.00213919	0.00937673	0.0683238	0.0158353	0.0837875	0.0117948	0.0808641	0.129734	0.02718449	20.02351	0.246923	0.611084	1.05793	2.08407	0.0386694	0.427445	0.0188458	0.13345	0.348143	0.0334474	0.06526999	0.416493
3000	-53.38885	-79.41233	26.02348	0.9582267	0.136522	0.0570706	0.0624901	0.00501533	0.0168788	0.00760615	0.166459	0.412275	0.09109031	0.06420018	0.124301	0.161294	0.0906704	0.269865	0.00806924	0.0178934	0.0119028	0.024679	0.0160005	0.0166953	0.0178379	0.0267482	4.55221e-05	0.117526	0.0964719	0.05198453	3.098747	0.128545	0.463825	0.992718	2.41491	0.0514196	0.341968	0.000966505	0.180735	0.343146	0.0817647	0.1161847	0.4474301
3100	-51.64062	-83.75587	32.11526	1.191864	0.0614591	0.0371083	0.070898	0.0129637	0.0104871	0.0106	0.0275007	0.0128277	0.04564315	0.05180887	0.36109	0.0713717	0.0253152	0.0317885	0.0169327	0.0493653	0.038493	0.0120632	0.0632064	0.074569	0.00973366	0.0699065	0.00338176	0.153981	0.0188017	0.002612903	22.14768	0.173575	0.527694	1.02572	2.27301	0.101254	0.47865	0.0122754	0.0589778	0.329558	0.0192852	0.05442178	0.0480121
3200	-67.92717	-86.42617	18.499	1.529079	0.0722608	0.164259	0.273136	0.0854708	0.19159	0.0178945	0.0293866	0.28658	0.2384007	-0.01596643	0.029726	0.257345	0.090295	0.0583131	0.0128019	0.0803898	0.0312657	0.0444693	0.100838	0.0388008	0.133926	0.00315889	0.0444894	0.0383643	0.0358165	0.1260341	8.122598	0.22978	0.593326	1.05208	2.12481	0.0398317	0.547409	0.00839841	0.096204	0.283919	0.0242381	0.1100677	1.14506
3300	-48.46236	-85.718	37.25564	2.329128	0.00177179	0.0784043	0.0271086	0.00394233	0.00395539	0.0099967	0.0133778	0.0376517	0.01797585	0.04681194	0.134426	0.00589825	0.150309	0.0367654	0.158209	0.000992646	0.12984	0.0386069	0.0278587	0.00086958	0.0713186	0.103269	0.0114928	0.089814	0.0403304	0.05425367	6.655778	0.329634	0.685996	1.0764	1.90797	0.0409246	0.409738	0.00301918	0.197912	0.211389	0.137017	0.1010656	0.5368163
3400	-44.59297	-78.57278	33.97981	2.498174	0.0585486	0.0560446	0.017736	0.000247912	0.0265341	0.0482968	0.00972299	0.0133551	0.045361	0.1084891	0.0268124	0.0115612	0.00791765	0.0948424	0.108534	0.0549466	0.0113587	0.0210111	0.0206693	0.0776953	0.0807399	0.105102	0.0200993	0.29437	0.0643396	0.005790923	9.799909	0.346283	0.699319	1.07861	1.87579	0.0690349	0.474248	0.0101637	0.078548	0.332206	0.0357992	0.11428	0.05067312
3500	-53.85342	-81.63787	27.78445	0.4628131	0.0467354	0.0814099	0.0271997	0.0554538	0.104676	0.0743249	0.00175028	0.0579836	0.06651267	-0.004242999	0.126557	0.0149983	0.0622081	0.0679012	0.0545358	0.0331429	0.0471064	0.0129081	0.109047	0.118202	0.0147651	0.122122	0.0149189	0.0581319	0.143456	0.02563971	19.57305	0.0267202	0.226947	0.791203	2.95513	0.0614522	0.416937	0.0365817	0.106969	0.346817	0.0312438	0.02139671	1.198301
3600	-47.12463	-81.4922	34.36756	1.187859	0.0726922	0.00183339	0.0389599	0.0328741	0.0244404	0.0402209	0.00192015	0.00844171	0.03991476	0.08093186	0.0395082	0.0938154	0.0406809	0.0051605	0.00488575	0.112625	0.0337582	0.01839	0.0223731	0.12092	0.11909	0.137082	0.0290841	0.0850729	0.137554	0.0002534224	16.05019	0.172846	0.526753	1.02529	2.27512	0.0140114	0.585372	0.00934164	0.0977484	0.231612	0.0619146	0.08118528	0.003121531
3700	-51.51624	-84.30369	32.78745	1.429469	0.0440529	0.0804448	0.00618811	0.0139802	0.0234511	0.0660853	0.00107855	0.0759479	0.04809533	0.123464	0.198841	0.0207074	0.0171679	0.00568531	0.0929988	0.032913	0.0720055	0.0159191	0.00224138	0.116329	0.0417462	0.0714255	0.0430993	0.251455	0.0174655	0.02236605	10.37006	0.214219	0.576379	1.046	2.16341	0.00535675	0.351911	0.0129309	0.135238	0.314088	0.180475	0.14583	0.1533707
3800	-57.95432	-79.95797	22.00365	5.360256	0.225392	0.237654	0.123024	0.0607628	0.164157	0.0712927	0.0116613	0.00235992	0.07094003	0.2216666	0.0667857	0.0120979	0.0108907	0.137444	0.112325	0.121792	0.0412974	0.0157651	0.0650446	0.123743	0.0404832	0.00153935	0.0250979	0.121704	0.10399	0.01642914	1.814802	0.516385	0.81211	1.08262	1.58888	0.0207824	0.394972	0.0174801	0.189054	0.327902	0.0498098	0.2380957	0.06900225
3900	-40.90544	-76.91053	36.00508	2.241965	0.0102622	0.00531866	0.0238874	0.00309591	0.0361029	0.0269587	0.00251266	0.00730894	0.02372028	0.0240753	0.0594695	0.0154366	0.0102387	0.136846	0.00232119	0.0270877	0.0203627	0.0197374	0.0313712	0.106185	0.0270709	0.0294523	0.045958	0.467855	0.000607689	0.02015045	38.96006	0.320543	0.678502	1.07501	1.92594	0.0524196	0.482876	0.00464409	0.0835986	0.329714	0.046748	0.04422575	0.4556272
4000	-40.48653	-80.58958	40.10306	1.287134	0.0182462	0.0204566	0.00380879	0.0108468	0.00855416	0.00858727	0.0252165	8.94106e-05	0.01618483	0.05236084	0.00275884	0.13575	0.0349982	0.0202505	0.00623914	0.0289399	0.0222066	0.00847844	0.0295173	0.0798105	0.0174973	0.18118	0.0483872	0.130015	0.253971	0.0038493	19.04088	0.19049	0.548811	1.03502	2.22568	0.0305958	0.533	0.01733	0.0748703	0.299291	0.0449128	0.05621014	0.06848052
4100	-55.60615	-88.7422	33.13605	0.9972842	0.0332156	0.022906	0.0976595	0.0596781	0.0698244	0.0123387	0.0699453	0.0159307	0.04656789	0.09402192	0.0427955	0.221962	0.0222759	0.064222	0.0902719	0.0372489	0.0801019	0.0604177	0.00651937	0.0446593	0.207102	0.0202318	0.00547897	0.0272253	0.0694868	0.0144057	4.599755	0.136412	0.475934	0.999549	2.38811	0.0935801	0.308957	0.0604167	0.109576	0.325938	0.101532	0.1084276	0.1328601
4200	-51.67604	-80.91545	29.2394	2.808629	0.0829295	0.08003	0.0325838	0.0552189	0.114429	0.00889588	0.0174183	0.0548185	0.05697099	0.0476642	0.0681525	0.000948672	0.012439	0.013445	0.0964378	0.103024	0.0484051	0.0166796	0.0153831	0.00292153	0.0079481	0.0348777	0.0845952	0.412331	0.0824116	0.02367447	5.628127	0.373893	0.72035	1.08139	1.82436	0.0247211	0.437945	0.0420165	0.163595	0.297019	0.0347041	0.07133867	0.3318603
4300	-50.51671	-79.66856	29.15184	0.7721356	0.0106196	0.0289848	0.0658145	0.0112774	0.249828	0.00562722	0.0126911	0.0404902	0.03759235	-0.01857925	0.0409576	0.134628	0.0190845	0.182926	0.0328884	0.0200693	0.0227503	0.0170317	0.0265715	0.101846	0.0961447	0.0323229	0.0062062	0.250303	0.0162696	0.05372527	7.685891	0.0896172	0.395669	0.948925	2.56579	0.0427383	0.357371	0.00594369	0.137537	0.436773	0.019638	0.03514602	1.52863
4400	-57.20425	-81.86244	24.65818	1.269843	0.297898	0.0941385	0.00921791	0.0815554	0.100222	0.122279	0.0445346	0.105475	0.151098	0.08041083	0.0406008	0.0110213	0.00742495	0.0710071	0.0152394	0.031142	0.0431608	0.00539285	0.0748252	0.150744	0.0296503	0.0394788	0.0117076	0.293673	0.174931	0.03898616	4.079964	0.187482	0.545152	1.03347	2.2339	0.0175564	0.387705	0.0272681	0.124459	0.407844	0.0351672	0.119397	0.3265255
4500	-36.04407	-82.14337	46.0993	1.231799	0.00783385	0.00331994	0.000355906	0.0016625	0.00517517	0.00276582	0.00455164	0.00186898	0.006108722	0.02533275	0.0519037	0.0242029	0.0098049	0.123363	0.0681202	0.061881	0.0168326	0.0405767	0.022198	0.028556	0.107665	0.0186397	0.0864814	0.300296	0.0394777	0.009295258	54.18864	0.180768	0.536837	1.02984	2.25255	0.0644098	0.340802	0.00455308	0.163403	0.27219	0.154641	0.03462801	0.2684318
4600	-37.06241	-79.13221	42.0698	0.4425062	0.0213515	0.0059408	0.00449112	0.00253544	0.00692631	0.00544625	0.00664998	0.000749152	0.007477958	0.07267953	0.00184999	0.140908	0.213622	0.0361793	0.0963809	0.0861149	0.0402134	0.0101697	0.00380569	0.0888232	0.0544117	0.00116175	0.0074311	0.107197	0.111732	0.01819408	29.28932	0.0232936	0.212737	0.773466	2.9905	0.0327071	0.397387	0.000564294	0.181123	0.360535	0.0276839	0.09087361	0.200213
4700	-50.24975	-76.70967	26.45992	1.45119	0.0669258	0.0986102	0.0438176	0.102659	0.224936	0.0630247	0.0109619	0.00428395	0.04123202	0.1485103	0.057317	0.102513	0.0126017	0.196043	0.0260044	0.120266	0.0275696	5.34529e-05	0.00309973	0.00742285	0.0496602	0.0440404	0.0152506	0.319166	0.0189925	0.007879438	5.853543	0.217683	0.580225	1.04742	2.15467	0.0178812	0.371113	0.0138873	0.179375	0.349957	0.067786	0.1563897	0.05038335
4800	-56.78118	-82.33864	25.55746	3.893176	0.17577	0.14941	0.0424983	0.0597397	0.0672129	0.000220706	0.02747	0.109711	0.06728822	0.05131678	0.0265481	0.00496993	0.0194235	0.220763	0.159025	0.00713474	0.0316777	0.00985633	0.161486	0.00652276	0.0675389	0.0357258	0.00764025	0.171885	0.0698031	0.009505159	3.674235	0.448396	0.771432	1.0844	1.69577	0.0674062	0.403116	0.032315	0.0787603	0.303973	0.11443	0.06082194	0.1562785
4900	-47.44832	-83.57597	36.12765	0.543386	0.108497	0.0496171	0.0114125	0.016507	0.00278548	0.0518382	0.0011511	0.00354508	0.04133937	0.05525567	0.011094	0.0495088	0.00695892	0.0857459	0.00846585	0.0952639	0.114633	0.0231852	0.00382955	0.0939064	0.0146566	0.0564813	0.0596181	0.154701	0.221952	0.07070896	4.789049	0.0416841	0.279299	0.849439	2.82958	0.100322	0.407475	0.00545611	0.10268	0.249844	0.134223	0.1259646	0.5613398
5000	-62.01103	-80.5142	18.50317	1.239754	0.171686	0.273893	0.0578431	0.848962	0.0960056	0.133706	0.21642	0.056928	0.2337467	0.1449675	0.112814	0.0787161	0.0113797	0.000738023	0.132089	0.351304	0.0370633	0.00140961	0.00482036	0.00635216	0.0706731	0.00535325	0.00727224	0.125722	0.0542935	0.02639739	4.793586	0.182183	0.538606	1.03062	2.24859	0.0483272	0.528275	0.0131417	0.115664	0.253783	0.040809	0.1713649	0.154042
5100	-58.41065	-85.40738	26.99673	0.8110897	0.0243058	0.109608	0.0134548	0.0216757	0.00539849	0.0850864	0.0188823	0.262812	0.06282932	0.02148262	0.132944	0.0634038	0.161883	0.00896714	0.229571	0.0695643	0.0187742	0.0235454	0.0426764	0.00156127	0.0161568	0.0367429	0.0391567	0.139862	0.0151921	0.02752881	15.39653	0.0979163	0.411561	0.959981	2.53054	0.0908071	0.466905	0.00513381	0.166092	0.177506	0.0935558	0.04901143	0.5616814
5200	-43.13028	-78.6402	35.50992	1.353233	0.0341788	0.0484251	0.0319284	0.0151505	0.0736875	0.00567948	0.00273304	0.0205018	0.04707547	0.09323155	0.0579532	0.0471499	0.0240252	0.0235098	0.20773	0.00876087	0.155959	0.0187225	0.0499874	0.0243877	0.162864	0.0018426	0.0108601	0.110619	0.0956277	0.01808283	6.066554	0.201734	0.562153	1.0405	2.19561	0.023906	0.450854	0.00337666	0.0711717	0.400096	0.0505961	0.1113144	0.1624483
5300	-51.87171	-86.59379	34.72208	0.3719094	0.0197166	0.00654452	0.0232061	0.0168053	0.0434736	0.0081819	0.08919	0.00416019	0.02491375	0.0448498	0.114199	0.165538	0.0250208	0.0397979	0.043861	0.0723593	0.0407001	0.0332902	0.0691917	0.00543	0.0437211	0.0524674	0.0458905	0.186846	0.0616879	0.01096718	25.45669	0.0128792	0.160482	0.699002	3.12764	0.0883171	0.324866	0.0295398	0.0958352	0.312122	0.14932	0.05581698	0.1964846
