Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
11	0	-242.6075	-250.7458	8.138288	1.542516	0.0188779	0.33851	0.0711079	0.141199	0.139077	0.0148555	0.0971564	0.108581	0.0849333	0.0889417	0.0141062	0.0988351	0.17512	0.0241257	0.185176	0.0465697	0.08628906	0.002572342	0.0551033	0.0269687	0.124524	0.0620979	0.0407073	0.0025458	0.00198711	0.000621014	0.0590431	0.0373669	0.0973817	0.0409945	0.258042	0.152068	0.0405489	0.03780842	37.58352	0.231816	0.595483	1.05282	2.11988	0.317263	0.211888	0.167767	0.0934016	0.090883	0.118797	0.04038076	0.9362978
12	0	-245.1483	-253.6995	8.551151	1.184966	0.02486	0.170021	0.00335084	0.106695	0.0207359	0.0293243	0.166787	0.112145	0.111806	0.158178	0.212191	0.109957	0.145998	0.0908966	0.0372087	0.0320333	0.09055393	0.04005089	0.145777	0.0725951	0.0839516	0.0153958	0.0959323	0.0464048	0.00415945	0.0597582	0.169099	0.0354299	0.0995873	0.0187378	0.127871	0.00306739	0.0222336	0.01192976	61.25552	0.172318	0.52607	1.02497	2.27664	0.253644	0.195252	0.0664126	0.139516	0.198056	0.147119	0.05198065	0.2295039
13	0	-234.8444	-246.2111	11.36669	2.23959	0.476335	0.0110953	0.0406583	0.0162421	0.00985526	0.00606954	0.133123	0.0928283	0.00497321	0.0373396	0.217792	0.015073	0.0811986	0.0687143	0.13652	0.0245835	0.07615436	0.02890935	0.107994	0.147869	0.154549	0.00485603	0.0158003	0.00215291	0.0748385	0.0206262	0.0989924	0.0522679	0.163323	0.018045	0.0603664	0.0465383	0.0317814	0.05182517	36.04223	0.32029	0.678291	1.07497	1.92645	0.339348	0.189955	0.0888294	0.0911338	0.136228	0.154505	0.08073453	0.6419208
14	0	-247.2561	-245.0835	-2.172583	4.064744	0.894973	0.179258	0.301541	0.0246565	0.0371207	0.109126	0.0518463	0.167487	0.0162257	0.074986	0.0587939	0.105236	0.105245	0.269301	1.20181	0.852898	0.2311605	0.08087632	0.0288199	0.332605	0.0431154	0.0362529	0.0012177	0.00262664	0.027518	0.00405167	0.161954	0.107869	0.0190795	0.00234896	0.10974	0.0470551	0.0757474	0.0182018	12.12524	0.457884	0.777419	1.08439	1.68031	0.277122	0.166109	0.13891	0.0908664	0.212623	0.11437	0.09907812	0.1837116
15	0	-253.6359	-252.6823	-0.9535451	1.923951	1.39262	0.00644627	0.171304	0.0696742	0.179398	0.0863047	0.105283	0.135433	0.426934	0.0781709	0.0126522	0.310367	0.142981	0.38946	0.139097	0.17247	0.1816197	0.1148786	0.0449286	0.0405871	0.157163	0.0771116	0.0149201	0.00484491	0.0745813	0.000317522	0.190143	0.102009	0.130176	0.0553636	0.0937135	0.00880428	0.00533739	0.003517481	17.17974	0.284024	0.646675	1.06796	2.00134	0.154647	0.255235	0.170166	0.0740572	0.212924	0.132971	0.1183961	0.02970945
16	0	-231.6369	-246.9255	15.2886	2.501447	0.0292905	0.0833509	0.00307855	0.25444	0.0258907	0.089602	0.104261	0.0777959	0.0187073	0.0696596	0.049146	0.191913	0.0449713	0.00990392	0.0284631	0.0683153	0.07138701	0.02610999	0.0236533	0.0231403	0.0374055	0.0696141	0.0202205	0.00370241	0.0097187	0.0037185	0.166079	0.186165	0.0708491	0.016727	0.288351	0.0704865	0.0101693	0.007764072	35.57582	0.346594	0.699562	1.07864	1.8752	0.283316	0.295522	0.0639697	0.0935448	0.133718	0.12993	0.03387406	0.2292041
17	0	-239.7345	-246.5947	6.860153	2.441692	0.271776	0.00973601	0.0867874	0.0569204	0.27213	0.065684	0.400298	0.00232291	0.0274176	0.00464086	0.0311782	0.0376383	0.121986	0.0634512	0.021275	0.000657469	0.1603373	0.003834041	0.0272527	0.127331	0.0339532	0.00421603	0.00971086	0.0278695	0.0469439	0.00960133	0.0733171	0.158843	0.0732462	0.006006	0.250692	0.144296	0.00672186	0.08600279	37.71626	0.340858	0.695033	1.07793	1.88618	0.213549	0.176641	0.104643	0.0988183	0.230102	0.176246	0.08983683	0.9573222
18	0	-237.7072	-257.7793	20.07206	2.235737	0.0994741	0.102443	0.049701	0.00159567	0.0160449	0.0805417	0.08639	0.0730945	0.0205169	0.0871554	0.0683597	0.0326485	0.0236094	0.0506809	0.10903	0.00208665	0.0804879	0.0504706	0.0318942	0.201006	0.17226	0.0626449	0.0671204	0.0419542	0.0360842	0.0571622	0.0537719	0.0734794	0.0782825	0.016548	0.0625094	0.0253816	0.0199013	0.003248077	30.84342	0.319879	0.677948	1.07491	1.92727	0.303549	0.188578	0.0981163	0.120772	0.175928	0.113057	0.05371867	0.06046458
19	0	-211.9004	-242.4745	30.57415	2.084583	0.00251715	0.00953424	0.0292465	0.00290648	0.00125722	0.0140198	0.0060888	0.00669385	0.0217658	0.0124179	0.00832732	0.016777	0.00572041	0.00372421	0.0425915	0.00511443	0.01226737	0.001755186	0.0222803	0.0630986	0.151438	0.0290474	0.00267359	0.0190606	0.0556374	0.0032114	0.0367805	0.161017	0.100822	0.0712117	0.202575	0.050815	0.0303317	0.01549168	278.4415	0.303167	0.663717	1.07197	1.96115	0.215199	0.237324	0.121543	0.0558569	0.207606	0.162471	0.01724687	0.8982316
20	0	-211.9021	-246.306	34.40389	1.681425	0.0247045	0.00348742	0.0198524	0.0018537	0.00185999	0.0235119	0.00361449	0.00566436	0.00864333	0.0171069	0.00389805	8.25101e-05	0.00283922	0.0113518	0.00244204	0.00179237	0.01443785	0.00358996	0.070093	0.146409	0.101294	0.0950348	0.00580869	0.0276378	0.0120259	0.0149032	0.216078	0.0473027	0.0594217	0.0219598	0.124559	0.0138201	0.0436517	0.0008273713	404.2169	0.252038	0.616211	1.05951	2.07224	0.225828	0.223391	0.145931	0.0751942	0.162912	0.166744	0.004417332	0.1873012
21	0	-244.9242	-245.3281	0.4039038	2.419834	0.158743	0.115525	0.282972	0.0800292	0.0471349	0.0965865	0.142858	0.0276294	0.272673	1.21945	0.462117	0.0106351	0.53893	0.744581	0.177653	0.0651645	0.1909788	0.1423325	0.0591591	0.194419	0.0351241	0.0198954	0.0416072	0.0228527	0.0559921	0.00775278	0.0655373	0.149939	0.0638283	0.0149173	0.18917	0.0692437	0.0105618	0.02125827	10.24697	0.338722	0.693331	1.07766	1.89029	0.194808	0.280229	0.0840784	0.0786291	0.222289	0.139966	0.1635907	0.1299479
22	0	-229.1935	-245.6212	16.42761	5.274172	0.00766277	0.0256128	0.0511939	0.0178507	0.0032424	0.0258356	0.0208361	0.0117113	0.0134495	0.0462724	0.0834123	0.0054566	0.164572	0.0233976	0.0666064	0.0521907	0.04314553	0.02471356	0.0126559	0.0615685	0.0793523	0.0445492	0.0292168	0.0165034	0.0488656	0.0403111	0.0781042	0.0156667	0.291011	0.0655715	0.146424	0.0535988	0.0166009	0.004657729	99.60596	0.513081	0.810246	1.08279	1.59388	0.27781	0.232322	0.108762	0.109074	0.131952	0.14008	0.02937129	0.158581
23	0	-239.7211	-245.9659	6.244712	1.713132	0.0631929	0.0361673	0.0426251	0.0324811	0.0213463	0.121983	0.0513657	0.120407	0.0190796	0.440765	0.366762	0.24743	0.117628	0.107998	0.0153135	0.485154	0.1447819	0.05914527	0.0466869	0.0782943	0.0779918	0.0891315	0.00826711	0.032901	0.0501485	0.00596022	0.249951	0.0137765	0.173967	0.0126433	0.0605952	0.090175	0.00951107	0.03214889	22.66351	0.25645	0.620574	1.06082	2.06215	0.302786	0.147843	0.160747	0.0687479	0.196029	0.123847	0.09129416	0.3521462
24	0	-230.7589	-247.3995	16.64059	1.725854	0.021313	0.0053504	0.0423146	0.0529141	0.0257334	0.140419	0.0263885	0.0167117	0.0411459	0.00329117	0.187163	0.0737071	0.133474	0.0239527	0.0437951	0.022036	0.06925547	-0.01145634	0.103579	0.051311	0.118451	0.0426989	0.0275797	0.0574495	0.0836053	0.00652943	0.230666	0.0519943	0.0606851	0.00676004	0.0973263	0.0248767	0.0364873	0.02953192	27.86687	0.2582	0.622289	1.06133	2.05818	0.262441	0.18483	0.112282	0.0866539	0.227032	0.12676	0.01807558	1.633802
25	0	-222.1587	-246.1527	23.99402	1.744909	0.0547376	0.000385698	0.0876695	0.0166065	0.00738675	0.0349178	0.0314811	0.0307972	0.00132495	0.0241789	0.0126386	0.0147577	0.0305034	0.0199097	0.0480973	0.000198736	0.02133947	0.009679952	0.0661237	0.134496	0.0705135	0.00533698	0.0269498	0.0474929	0.00790203	0.00384468	0.115966	0.0119073	0.0877469	0.000268662	0.344647	0.059638	0.0171673	0.00367519	99.2915	0.260799	0.624822	1.06207	2.05231	0.187575	0.194537	0.109647	0.117431	0.268919	0.121891	0.01335514	0.2751891
26	0	-227.5254	-245.6387	18.11333	1.478284	0.0778649	0.0112928	0.137423	0.0400943	0.0121694	0.0550736	0.104352	0.00696735	0.0152402	0.07721	0.0249946	0.00786183	0.124506	0.0156687	0.0628999	0.0349119	0.07547696	0.005912229	0.0782161	0.238563	0.106694	0.0330263	0.017981	0.0267435	0.105123	0.0171828	0.120421	0.0194191	0.0879621	0.0395941	0.0789346	0.0241674	0.00597233	0.01503257	41.86312	0.221948	0.584901	1.04912	2.14403	0.276561	0.121178	0.116927	0.138126	0.196693	0.150516	0.0209448	0.7177233
27	0	-251.0012	-252.5372	1.536059	0.9799414	0.264711	0.124671	0.175263	3.00793e-05	0.110938	0.283772	0.060874	0.0362588	0.0170595	0.00928984	0.176143	0.272994	0.24931	0.420858	0.312654	0.0190819	0.2598417	0.06426008	0.134057	0.0591887	0.0664559	0.0463687	0.00341755	0.0116989	0.149396	0.00715502	0.0696145	0.117461	0.0412485	0.133724	0.0694564	0.00535468	0.0854029	0.02093969	26.16327	0.132934	0.470639	0.996595	2.39983	0.196694	0.150435	0.12957	0.0914772	0.205305	0.226519	0.08519977	0.2457717
28	0	-238.4719	-251.6162	13.14429	2.464557	0.120347	0.022714	0.0710718	0.0424178	0.00829005	0.066988	0.0172667	0.0181729	0.0390088	0.0660659	0.0912275	0.00840369	0.0134727	0.0144303	0.0720982	0.0738397	0.06098288	0.01767732	0.018825	0.130264	0.148612	0.00170052	0.0180162	0.0835897	0.0311473	0.000273158	0.0240704	0.013734	0.0348345	0.19026	0.0966942	0.0618645	0.146115	0.01174398	170.0142	0.34307	0.696787	1.07821	1.88193	0.178979	0.196397	0.1394	0.10426	0.188462	0.192502	0.02942129	0.3991659
29	0	-253.2605	-252.3017	-0.9588472	2.92673	0.204068	0.0108905	0.698594	0.20847	0.0104072	0.105339	0.0244988	0.12826	0.151264	0.00958773	0.370096	0.166868	0.236439	0.00885071	0.637095	0.217066	0.2383802	0.06195938	0.00752379	0.039485	0.202364	0.0371495	0.0406205	0.00966468	0.091991	0.00935001	0.137219	0.132242	0.164823	0.0747011	0.0186677	0.0121151	0.0220826	0.02454252	24.34838	0.383513	0.727389	1.08213	1.80697	0.220997	0.251145	0.109558	0.0935027	0.148208	0.17659	0.08650189	0.2837223
30	0	-234.0899	-240.1395	6.049633	2.444104	0.184741	0.0187264	0.203637	0.180755	0.00490741	0.318401	0.0627535	0.0347427	0.0413747	0.0174659	0.210005	0.0239314	0.194569	0.0125031	0.0521195	0.23733	0.1218781	-0.01660493	0.0218861	0.284581	0.0663018	0.0314854	0.0175227	0.00932047	0.0395462	0.00592442	0.101507	0.0500655	0.181071	0.0062112	0.125675	0.0552405	0.00366189	0.07121433	24.33766	0.341092	0.695219	1.07796	1.88572	0.158046	0.308415	0.0848591	0.0530725	0.239716	0.155891	0.0546094	1.304067
31	0	-230.5194	-247.6089	17.08948	1.082665	0.0946411	0.0671799	0.00988822	0.118743	0.018633	0.0131759	0.0351462	0.00508786	0.0337932	0.0052228	0.0314604	0.0240832	0.0306835	0.00395672	0.0391102	0.00991054	0.04787317	0.005661075	0.0210609	0.139037	0.170243	0.0458086	0.0802756	0.0165619	0.000224639	0.00221795	0.0717542	0.135249	0.0508264	0.0420841	0.0999295	0.0754403	0.0492862	0.002369114	178.3014	0.153146	0.500263	1.01245	2.33414	0.215317	0.239	0.113011	0.114324	0.187467	0.130881	0.00803019	0.2950259
32	0	-216.2928	-243.2142	26.9214	1.206908	0.0315567	0.0198339	0.081435	0.0197591	0.0243261	0.0099551	0.0703341	0.00328415	0.00420239	0.0186082	0.0119702	0.0445939	0.00169782	0.0141023	0.0246745	0.0527802	0.03054486	0.01244289	0.0512849	0.136873	0.147239	0.0470347	0.0363688	0.000457875	0.0540763	9.54341e-05	0.183954	0.00409688	0.0231779	0.0160586	0.197605	0.0699782	0.0317001	0.001723066	95.33032	0.176303	0.53119	1.02731	2.26519	0.221196	0.323625	0.112543	0.069451	0.161675	0.111509	0.01416595	0.1216343
33	0	-226.498	-248.891	22.39299	0.9013936	0.087375	0.0179894	0.0189486	0.00561464	0.00155862	0.0246302	0.0502837	0.00975053	0.0140736	0.052174	0.00389494	0.00403722	0.0410291	0.0250576	0.113994	0.0086328	0.03845458	0.01168333	0.160557	0.0984259	0.000843142	0.0542084	0.0135447	0.0247631	0.00353479	0.00636566	0.341802	0.00332629	0.0446968	0.00158468	0.229173	0.0149248	0.00224974	0.01733688	123.7415	0.116884	0.444966	0.981525	2.45662	0.153316	0.176149	0.142496	0.157055	0.265035	0.105949	0.02902021	0.5974072
34	0	-243.8057	-252.7037	8.898079	1.644139	0.152956	0.115082	0.0452369	0.110977	0.0170917	0.0200412	0.137203	0.0619084	0.0782647	0.0516363	0.0518983	0.0772845	0.137046	0.192409	0.0556643	0.149146	0.09503512	0.07094397	0.0618665	0.0814806	0.0176334	0.000345074	0.0305358	0.00670558	0.0663535	0.00195313	0.100321	0.150925	0.0463607	0.0984271	0.0149972	0.236647	0.0854495	0.01107302	42.74962	0.246755	0.610913	1.05787	2.08446	0.262341	0.209813	0.0738228	0.10032	0.208088	0.145616	0.08201699	0.1350088
35	0	-244.0202	-253.6773	9.657119	1.984053	0.123894	0.0474993	0.305816	0.179533	0.112871	0.0768035	0.0115886	0.0195758	0.0204696	0.0144241	0.014096	0.0634747	0.131362	0.153961	0.0964681	0.0432952	0.1125533	-0.01537022	0.00749606	0.239607	0.0411084	0.0739943	0.00126896	0.0385764	0.0199086	0.0103914	0.196634	0.0458095	0.209268	0.0423694	0.00151708	0.0693041	0.0027465	0.05873368	45.46562	0.291364	0.653307	1.06959	1.98574	0.356331	0.232186	0.0678465	0.112844	0.110467	0.120325	0.04336346	1.354451
36	0	-233.9243	-246.272	12.34765	1.703943	0.106065	0.0273487	0.181122	0.0371204	0.00057636	0.0802299	0.0325756	0.0483679	0.405396	0.0860564	0.16358	0.0049375	0.0568199	0.0647551	0.077766	0.00266557	0.1126555	0.02813417	0.0457168	0.025644	0.158874	0.0273104	0.00807761	0.0817104	0.00571558	0.016282	0.0924133	0.18914	0.143919	0.0196462	0.124001	0.0448013	0.016748	0.03286041	31.10801	0.255179	0.619322	1.06045	2.06505	0.26215	0.164128	0.0914425	0.113581	0.197779	0.17092	0.06099458	0.5387432
37	0	-244.252	-250.7915	6.539499	1.764531	0.348075	0.16053	0.0628312	0.219368	0.034344	0.0155191	0.0402148	0.0781226	0.0230226	0.373274	0.0746745	0.0925162	0.288628	0.200888	0.0955216	0.0376719	0.1306621	0.0327323	0.0690088	0.111697	0.0197577	0.00626577	0.0683409	0.0417929	0.031342	0.000202448	0.0826867	0.00928912	0.124981	0.132746	0.155781	0.061658	0.084451	0.02553238	30.10428	0.26345	0.627386	1.0628	2.04636	0.220821	0.247941	0.0993723	0.0730694	0.237705	0.121091	0.05826469	0.4382137
38	0	-237.9842	-251.1001	13.11586	1.977753	0.122833	0.192464	0.296707	0.252719	0.0270228	0.127813	0.0582041	0.00965212	0.0306867	0.363842	0.0119465	0.0780539	0.00951935	0.0918493	0.0308836	0.200162	0.1458853	0.06808374	0.0717511	0.250925	0.0194768	0.01197	0.00793358	0.0241295	0.0578064	0.00388532	0.0646611	0.0224196	0.0703745	0.0664166	0.182401	0.037822	0.108027	0.005168867	11.09294	0.290605	0.652627	1.06942	1.98735	0.167398	0.207123	0.112185	0.0951132	0.250411	0.16777	0.07325261	0.07056222
39	0	-240.8374	-247.1136	6.276199	1.925335	0.219722	0.0674437	0.259132	0.00858691	0.0868748	0.150776	0.0182435	0.0445626	0.0121881	0.0665389	0.396454	0.295739	0.0510003	0.0172254	0.129057	0.00697342	0.1725508	0.0472342	0.0139073	0.0198179	0.0276451	0.0047096	0.0109459	0.00781468	0.0752295	0.00939281	0.191653	0.0496581	0.141808	0.0319273	0.284805	0.0339131	0.0967725	0.001819862	38.21617	0.284196	0.646832	1.068	2.00097	0.251887	0.262495	0.108221	0.0651198	0.199308	0.112968	0.04905406	0.0370991
40	0	-248.5649	-252.1139	3.548914	2.462866	0.181133	0.142191	0.131128	0.0343112	0.0613024	0.457728	0.391681	0.165809	0.00376896	0.0576525	0.0503596	0.0230135	0.439606	0.0309001	0.50758	0.515845	0.1459813	0.0668797	0.0454551	0.110238	0.154743	0.0785496	0.0860956	0.0126731	0.0581218	0.00440869	0.0144853	0.0264042	0.179677	0.06261	0.125756	0.00491745	0.0358653	0.04788632	13.42244	0.342908	0.696658	1.07819	1.88224	0.221835	0.241568	0.113309	0.0808184	0.154116	0.188354	0.114766	0.4172517
41	0	-226.8164	-249.8063	22.9899	0.888401	0.00613055	0.0236534	0.0577201	0.0203954	0.00341847	0.0646759	0.0568618	0.0622946	0.00122194	0.00602968	0.0140757	0.0108501	0.0473679	0.0643342	0.0290804	0.0211236	0.02895956	0.02188705	0.0773714	0.051485	0.124769	0.0482621	0.010097	0.0451976	0.0751412	0.0145127	0.149445	0.0900883	0.0380836	0.083016	0.151566	0.00834769	0.032617	0.0008472339	104.7279	0.114185	0.440432	0.978732	2.46665	0.220559	0.164063	0.196087	0.0938496	0.179603	0.145838	0.02273429	0.03726679
42	0	-242.3621	-249.1946	6.832486	1.6739	0.279251	0.130266	0.0218562	0.068613	0.0202676	0.0578072	0.0208955	0.064855	0.0449038	0.277393	0.21273	0.0214723	0.0415876	0.193978	0.0115339	0.0532527	0.07111471	0.03157616	0.0370078	0.0506661	0.0284963	0.0594789	0.0278192	0.00591258	0.0723555	0.00315077	0.172176	0.0459381	0.0916069	0.042066	0.1953	0.166249	0.00177766	0.01457329	48.03018	0.25098	0.615156	1.05919	2.07467	0.300187	0.172142	0.0642712	0.0798576	0.264572	0.11897	0.04614945	0.3157847
43	0	-251.289	-245.1132	-6.175806	4.392354	1.15281	0.442888	0.337831	0.0745988	0.0759629	0.202633	0.498664	0.478176	0.0105687	1.3327	0.392846	0.137789	0.537918	0.477206	0.137386	0.137541	0.3323675	0.1459328	0.0453365	0.0643254	0.0692633	0.0686659	0.0325265	0.0117321	0.00151078	0.00446934	0.0747163	0.0605285	0.281998	0.0257487	0.127736	0.0944671	0.0369761	0.03431457	4.983033	0.474698	0.78777	1.08416	1.65337	0.309545	0.164409	0.116019	0.0964129	0.156252	0.157362	0.1802474	0.1903748
44	0	-231.7288	-245.6444	13.91562	2.542039	0.0720661	0.0027883	0.1611	0.0703811	0.0154849	0.124597	0.0541679	0.0911993	0.0595021	0.0196373	0.180217	0.0912174	0.0732378	0.0352677	0.0252492	0.191131	0.1080166	0.04401108	0.0284816	0.238998	0.21563	0.002134	0.0027511	0.0277563	0.0458594	0.000545508	0.0476231	0.0277255	0.114626	0.0212199	0.0871197	0.1141	0.0254308	0.005255765	29.77609	0.350406	0.702541	1.07909	1.86796	0.243209	0.162152	0.112505	0.0815109	0.295826	0.104798	0.04926684	0.1066796
45	0	-235.7801	-248.1484	12.36836	1.818958	0.0515385	0.0376327	0.105145	0.144309	0.0242332	0.248262	0.0330895	0.00418333	0.147667	0.0203238	0.0520782	0.119839	0.0274515	0.241148	0.0681476	0.0939321	0.07731637	0.02907289	0.0397233	0.0933049	0.00881791	0.0140419	0.0204602	0.00712048	0.0314855	0.0306394	0.171951	0.0799284	0.245419	0.0808861	0.0685025	0.107008	0.000711173	0.0133016	55.39643	0.270662	0.634269	1.06472	2.03035	0.298999	0.151356	0.102475	0.162465	0.172794	0.111912	0.04237449	0.3139059
