Statistic,Lower 1-tailed,Upper 1-tailed,Two-tailed,Midpoint,Effect Size
Number Invariant Sites,0.9613462,0.2749084,0.5498167,0.8432189,1.78959
Number Invariant Sites Excluding Ambiguous,0.9183605,0.8887038,1.777408,0.5148284,0
Max Invariant Block Length,0.9883372,0.2749084,0.5498167,0.8567144,2.074906
Max Invariant Block Length Excluding Ambiguous,0.9953349,0.8780407,1.756081,0.5586471,0
Max Pairwise Difference,1,0.158947,0.317894,0.9205265,0.9044927
Max Pairwise Difference Excluding Ambiguous,0.9993336,0.05364878,0.1072976,0.9728424,1.476782
Max Variable Block Length,0.2749084,0.7687438,0.5498167,0.2530823,0.3830243
Max Variable Block Length Excluding Ambiguous,0.9713429,0.9080307,1.816061,0.5316561,0
Min Pairwise Difference,1,1,2,0.5,nan
Min Pairwise Difference Excluding Ambiguous,1,1,2,0.5,nan
Number Invariable Block,0.9723426,0.2749084,0.5498167,0.8487171,1.893876
Number Invariable Block Excluding Ambiguous,0.8603799,1,1.72076,0.4301899,0
Segregating-Sites,0.2749084,0.9613462,0.5498167,0.1567811,1.78959
Theta,0.2749084,0.9613462,0.5498167,0.1567811,1.789596
Tajima-D,0.9976674,0.002332556,0.004665112,0.9976674,2.376339
Tajima-Pi,0.9933356,0.006664445,0.01332889,0.9933356,1.999024
