Statistic,Lower 1-tailed,Upper 1-tailed,Two-tailed,Midpoint,Effect Size
Number Invariant Sites,0.06528981,1,0.1305796,0.0326449,1.75344
Number Invariant Sites Excluding Ambiguous,0.1192538,0.9546969,0.2385077,0.08227848,1.27965
Max Invariant Block Length,0.06528981,1,0.1305796,0.0326449,1.453248
Max Invariant Block Length Excluding Ambiguous,0.5642905,1,1.128581,0.2821452,0
Max Pairwise Difference,0.994004,0.02465023,0.04930047,0.9846769,1.929538
Max Pairwise Difference Excluding Ambiguous,0.8860759,0.2578281,0.5156562,0.8141239,1.046606
Max Variable Block Length,1,0.06528981,0.1305796,0.9673551,2.39115
Max Variable Block Length Excluding Ambiguous,0.7581612,0.4590273,0.9180546,0.649567,0.3753558
Min Pairwise Difference,0.8421053,0.3171219,0.6342438,0.7624917,0.6146383
Min Pairwise Difference Excluding Ambiguous,0.5669554,0.5996003,1.133911,0.4836775,0
Number Invariable Block,0.06528981,1,0.1305796,0.0326449,1.521486
Number Invariable Block Excluding Ambiguous,0.2465023,0.9240506,0.4930047,0.1612258,0.6952576
Segregating-Sites,1,0.06528981,0.1305796,0.9673551,1.75344
Theta,1,0.06528981,0.1305796,0.9673551,1.753439
Tajima-D,0.5776149,0.4243837,0.8487675,0.5766156,0.1638836
Tajima-Pi,0.8274484,0.1838774,0.3677548,0.8217855,0.8586594
