Statistic,Lower 1-tailed,Upper 1-tailed,Two-tailed,Midpoint,Effect Size
Number Invariant Sites,0.3897402,0.8034644,0.7794803,0.2931379,0.4724936
Number Invariant Sites Excluding Ambiguous,0.5043304,0.6209194,1.008661,0.4417055,0
Max Invariant Block Length,0.5216522,0.988008,1.043304,0.2668221,0
Max Invariant Block Length Excluding Ambiguous,0.6755496,0.5662891,1.132578,0.5546302,0
Max Pairwise Difference,0.9500333,0.1052632,0.2105263,0.9223851,1.319221
Max Pairwise Difference Excluding Ambiguous,0.6242505,0.5702865,1.140573,0.526982,0
Max Variable Block Length,0.6828781,0.413058,0.8261159,0.6349101,0.1635213
Max Variable Block Length Excluding Ambiguous,0.9107262,0.1625583,0.3251166,0.8740839,1.22083
Min Pairwise Difference,0.7348434,1,1.469687,0.3674217,0
Min Pairwise Difference Excluding Ambiguous,0.6542305,0.4543638,0.9087275,0.5999334,0.3759013
Number Invariable Block,0.5296469,0.7141905,1.059294,0.4077282,0
Number Invariable Block Excluding Ambiguous,0.4836775,0.7688208,0.9673551,0.3574284,0.6690227
Segregating-Sites,0.8034644,0.3897402,0.7794803,0.7068621,0.4724936
Theta,0.8034644,0.3897402,0.7794803,0.7068621,0.4724936
Tajima-D,0.6142572,0.3917388,0.7834777,0.6112592,0.3244273
Tajima-Pi,0.6688874,0.3577615,0.715523,0.655563,0.435943
