Statistic,Lower 1-tailed,Upper 1-tailed,Two-tailed,Midpoint,Effect Size
Number Invariant Sites,0.2651566,0.8960693,0.5303131,0.1845436,1.005601
Number Invariant Sites Excluding Ambiguous,0.5902732,0.6595603,1.180546,0.4653564,0
Max Invariant Block Length,0.5443038,0.9813458,1.088608,0.281479,0
Max Invariant Block Length Excluding Ambiguous,0.8194537,1,1.638907,0.4097268,0
Max Pairwise Difference,0.7288474,0.4990007,0.9980013,0.6149234,0.60425
Max Pairwise Difference Excluding Ambiguous,0.8027981,0.3251166,0.6502332,0.7388408,0.740317
Max Variable Block Length,0.8834111,0.1459027,0.2918055,0.8687542,0.8418496
Max Variable Block Length Excluding Ambiguous,0.7435043,0.2998001,0.5996003,0.7218521,0.8924574
Min Pairwise Difference,0.8441039,0.5936043,1.187209,0.6252498,0
Min Pairwise Difference Excluding Ambiguous,0.5676216,0.7108594,1.135243,0.4283811,0
Number Invariable Block,0.3577615,0.8760826,0.715523,0.2408394,0.6763604
Number Invariable Block Excluding Ambiguous,0.6908728,0.5836109,1.167222,0.5536309,0
Segregating-Sites,0.8960693,0.2651566,0.5303131,0.8154564,1.005601
Theta,0.8960693,0.2651566,0.5303131,0.8154564,1.005597
Tajima-D,0.4836775,0.5196536,0.9673551,0.482012,0.04704287
Tajima-Pi,0.6602265,0.3477682,0.6955363,0.6562292,0.3584213
