Statistic,Lower 1-tailed,Upper 1-tailed,Two-tailed,Midpoint,Effect Size
Number Invariant Sites,0.4137242,0.8514324,0.8274484,0.2811459,0.7279715
Number Invariant Sites Excluding Ambiguous,0.8754164,0.3257828,0.6515656,0.7748168,0.7611408
Max Invariant Block Length,0.835443,0.8514324,1.670886,0.4920053,0
Max Invariant Block Length Excluding Ambiguous,0.7268488,1,1.453698,0.3634244,0
Max Pairwise Difference,0.9440373,0.2171885,0.4343771,0.8634244,1.364697
Max Pairwise Difference Excluding Ambiguous,0.9420386,0.2151899,0.4303797,0.8634244,1.285252
Max Variable Block Length,0.7821452,0.2811459,0.5622918,0.7504997,1.493625
Max Variable Block Length Excluding Ambiguous,0.5049967,0.709527,1.009993,0.3977348,0
Min Pairwise Difference,0.5063291,0.7508328,1.012658,0.3777482,0
Min Pairwise Difference Excluding Ambiguous,0.502998,0.7508328,1.005996,0.3760826,0
Number Invariable Block,0.4523651,0.8514324,0.9047302,0.3004664,0.8575921
Number Invariable Block Excluding Ambiguous,0.8187875,0.5556296,1.111259,0.6315789,0
Segregating-Sites,0.8514324,0.4137242,0.8274484,0.7188541,0.7279715
Theta,0.8514324,0.4137242,0.8274484,0.7188541,0.7279724
Tajima-D,0.5476349,0.45503,0.91006,0.5463025,0.1491991
Tajima-Pi,0.6862092,0.3237841,0.6475683,0.6812125,0.4544566
