Statistic,Lower 1-tailed,Upper 1-tailed,Two-tailed,Midpoint,Effect Size
Number Invariant Sites,0.7741506,0.4536975,0.9073951,0.6602265,0.6987184
Number Invariant Sites Excluding Ambiguous,0.07195203,0.9653564,0.1439041,0.0532978,1.451601
Max Invariant Block Length,0.9153897,0.7941372,1.588274,0.5606262,0
Max Invariant Block Length Excluding Ambiguous,0.4237175,0.9273817,0.847435,0.2481679,0.6915028
Max Pairwise Difference,0.9913391,0.04596935,0.09193871,0.9726849,1.625055
Max Pairwise Difference Excluding Ambiguous,1,0.0413058,0.08261159,0.9793471,1.782766
Max Variable Block Length,0.4443704,0.6242505,0.8887408,0.41006,0.3876917
Max Variable Block Length Excluding Ambiguous,0.9500333,0.1152565,0.230513,0.9173884,1.635035
Min Pairwise Difference,1,1,2,0.5,nan
Min Pairwise Difference Excluding Ambiguous,0.5682878,0.5982678,1.136576,0.48501,0
Number Invariable Block,0.7981346,0.4377082,0.8754164,0.6802132,0.771374
Number Invariable Block Excluding Ambiguous,0.2151899,0.8960693,0.4303797,0.1595603,0.855952
Segregating-Sites,0.4536975,0.7741506,0.9073951,0.3397735,0.6987184
Theta,0.1065956,0.8934044,0.2131912,0.1065956,1.693178
Tajima-D,0.9873418,0.01265823,0.02531646,0.9873418,2.090294
Tajima-Pi,0.8854097,0.1145903,0.2291805,0.8854097,1.135081
